lambda	Flux	e_Flux
0.1nm	10-2W/m2/nm	10-2W/m2/nm
---------	----------	----------
5536.4580	5.0400e-12	3.8649e-14
5537.7080	5.0857e-12	4.3397e-14
5538.9580	5.0905e-12	4.0982e-14
5540.2080	5.0883e-12	4.0679e-14
5541.4580	5.0151e-12	4.5282e-14
5542.7080	4.8686e-12	4.8716e-14
5543.9580	4.8029e-12	3.9093e-14
5545.2080	4.8527e-12	3.9674e-14
5546.4580	4.9603e-12	3.9036e-14
5547.7080	5.0450e-12	4.3258e-14
5548.9580	5.0632e-12	3.9306e-14
5550.2080	5.0732e-12	4.0683e-14
5551.4580	5.0552e-12	4.8106e-14
5552.7080	4.9779e-12	4.7821e-14
5553.9580	4.9184e-12	3.9686e-14
5555.2080	4.9640e-12	3.7777e-14
5556.4580	4.9984e-12	4.2636e-14
5557.7080	4.9783e-12	4.0365e-14
5558.9580	4.9641e-12	4.1507e-14
5560.2080	4.9503e-12	3.9978e-14
5561.4580	4.9009e-12	4.4487e-14
5562.7080	4.8664e-12	4.3364e-14
5563.9580	4.8604e-12	4.0156e-14
5565.2080	4.8458e-12	4.1305e-14
5566.4580	4.8679e-12	4.2517e-14
5567.7080	4.8268e-12	4.3799e-14
5568.9580	4.7702e-12	3.9358e-14
5570.2080	4.8275e-12	4.3121e-14
5571.4580	4.7518e-12	3.8915e-14
5572.7080	4.7343e-12	3.5172e-14
5573.9580	4.8605e-12	4.6486e-14
5575.2080	4.8425e-12	3.9006e-14
5576.4580	4.8629e-12	4.1016e-14
5577.7080	4.9219e-12	4.1112e-14
5578.9580	4.9462e-12	4.3995e-14
5580.2080	4.9329e-12	4.2543e-14
5581.4580	4.9108e-12	4.2559e-14
5582.7080	4.9426e-12	4.3708e-14
5583.9580	4.9183e-12	4.1707e-14
5585.2080	4.6835e-12	3.8397e-14
5586.4580	4.4780e-12	3.6239e-14
5587.7080	4.5091e-12	3.9494e-14
5588.9580	4.6532e-12	4.1140e-14
5590.2080	4.7675e-12	3.9397e-14
5591.4580	4.7650e-12	4.2346e-14
5592.7080	4.6856e-12	3.8703e-14
5593.9580	4.6780e-12	3.8032e-14
5595.2080	4.8264e-12	4.2450e-14
5596.4580	4.8207e-12	3.7645e-14
5597.7080	4.6954e-12	4.1030e-14
5598.9580	4.7146e-12	4.3192e-14
5600.2080	4.7079e-12	3.6906e-14
5601.4580	4.6116e-12	4.2726e-14
5602.7080	4.6728e-12	4.2547e-14
5603.9580	4.8587e-12	4.1819e-14
5605.2080	4.9277e-12	4.2187e-14
5606.4580	4.9209e-12	4.4101e-14
5607.7080	4.9097e-12	4.0458e-14
5608.9580	4.8983e-12	3.7653e-14
5610.2080	4.9028e-12	4.2903e-14
5611.4580	4.9136e-12	4.5292e-14
5612.7080	4.8321e-12	3.8417e-14
5613.9580	4.5393e-12	4.3921e-14
5615.2080	4.4517e-12	4.5589e-14
5616.4580	4.6926e-12	3.5521e-14
5617.7080	4.8098e-12	3.8149e-14
5618.9580	4.8030e-12	4.2088e-14
5620.2080	4.8175e-12	4.0647e-14
5621.4580	4.8325e-12	3.7103e-14
5622.7080	4.7020e-12	4.0583e-14
5623.9580	4.5647e-12	3.8111e-14
5625.2080	4.6534e-12	3.4994e-14
5626.4580	4.7587e-12	3.8187e-14
5627.7080	4.8069e-12	3.9911e-14
5628.9580	4.8609e-12	3.7167e-14
5630.2080	4.8705e-12	4.3702e-14
5631.4580	4.8405e-12	4.2341e-14
5632.7080	4.7738e-12	3.9777e-14
5633.9580	4.7585e-12	3.6375e-14
5635.2080	4.7437e-12	3.8840e-14
5636.4580	4.6458e-12	4.1153e-14
5637.7080	4.6543e-12	3.6593e-14
5638.9580	4.7344e-12	3.7338e-14
5640.2080	4.7156e-12	4.0126e-14
5641.4580	4.7001e-12	3.8735e-14
5642.7080	4.7339e-12	3.5879e-14
5643.9580	4.7515e-12	3.7855e-14
5645.2080	4.7860e-12	3.4569e-14
5646.4580	4.8132e-12	3.8142e-14
5647.7080	4.7869e-12	4.0539e-14
5648.9580	4.7260e-12	3.8656e-14
5650.2080	4.7278e-12	4.1538e-14
5651.4580	4.7649e-12	3.9409e-14
5652.7080	4.7190e-12	3.9932e-14
5653.9580	4.6051e-12	3.9354e-14
5655.2080	4.6201e-12	3.3733e-14
5656.4580	4.5974e-12	3.9947e-14
5657.7080	4.4590e-12	3.4948e-14
5658.9580	4.5448e-12	2.9301e-14
5660.2080	4.6162e-12	4.5535e-14
5661.4580	4.3958e-12	4.0280e-14
5662.7080	4.3643e-12	3.0524e-14
5663.9580	4.6156e-12	3.8278e-14
5665.2080	4.7159e-12	4.0621e-14
5666.4580	4.7020e-12	3.8847e-14
5667.7080	4.6954e-12	3.9790e-14
5668.9580	4.7068e-12	3.6697e-14
5670.2080	4.7407e-12	3.6671e-14
5671.4580	4.7727e-12	3.5870e-14
5672.7080	4.7767e-12	3.6045e-14
5673.9580	4.7210e-12	3.6348e-14
5675.2080	4.6998e-12	3.5077e-14
5676.4580	4.7223e-12	3.9276e-14
5677.7080	4.6994e-12	3.8659e-14
5678.9580	4.6979e-12	3.8970e-14
5680.2080	4.6471e-12	3.9497e-14
5681.4580	4.5044e-12	3.3270e-14
5682.7080	4.5202e-12	3.3876e-14
5683.9580	4.6220e-12	3.9223e-14
5685.2080	4.5844e-12	3.9756e-14
5686.4580	4.4823e-12	3.1673e-14
5687.7080	4.4767e-12	3.4336e-14
5688.9580	4.6008e-12	3.9206e-14
5690.2080	4.6840e-12	3.8342e-14
5691.4580	4.7025e-12	3.7940e-14
5692.7080	4.6799e-12	3.4738e-14
5693.9580	4.6458e-12	3.6822e-14
5695.2080	4.6672e-12	3.9759e-14
5696.4580	4.7001e-12	3.6696e-14
5697.7080	4.6948e-12	3.3501e-14
5698.9580	4.6602e-12	3.5350e-14
5700.2080	4.6078e-12	3.5169e-14
5701.4580	4.6244e-12	3.6786e-14
5702.7080	4.6741e-12	3.9537e-14
5703.9580	4.6182e-12	3.2939e-14
5705.2080	4.5150e-12	3.6508e-14
5706.4580	4.4968e-12	3.6029e-14
5707.7080	4.4365e-12	3.3080e-14
5708.9580	4.4099e-12	3.4901e-14
5710.2080	4.4792e-12	3.1616e-14
5711.4580	4.5471e-12	3.7148e-14
5712.7080	4.6221e-12	3.1966e-14
5713.9580	4.6063e-12	3.7858e-14
5715.2080	4.6174e-12	3.4943e-14
5716.4580	4.6404e-12	3.3114e-14
5717.7080	4.6391e-12	2.8850e-14
5718.9580	4.6816e-12	3.1933e-14
5720.2080	4.6973e-12	3.4354e-14
5721.4580	4.6973e-12	3.5623e-14
5722.7080	4.6951e-12	3.4628e-14
5723.9580	4.6916e-12	3.2625e-14
5725.2080	4.6714e-12	3.2698e-14
5726.4580	4.6549e-12	3.2591e-14
5727.7080	4.6369e-12	3.4194e-14
5728.9580	4.6404e-12	3.3029e-14
5730.2080	4.6339e-12	3.3961e-14
5731.4580	4.6091e-12	3.6043e-14
5732.7080	4.6369e-12	3.2115e-14
5733.9580	4.6750e-12	3.0463e-14
5735.2080	4.6794e-12	3.2998e-14
5736.4580	4.6763e-12	3.2299e-14
5737.7080	4.6659e-12	3.2175e-14
5738.9580	4.6558e-12	3.3400e-14
5740.2080	4.6379e-12	3.3748e-14
5741.4580	4.6256e-12	3.5321e-14
5742.7080	4.6393e-12	3.2204e-14
5743.9580	4.6549e-12	3.0911e-14
5745.2080	4.6348e-12	3.2044e-14
5746.4580	4.5632e-12	3.3772e-14
5747.7080	4.5512e-12	2.9621e-14
5748.9580	4.6042e-12	3.4647e-14
5750.2080	4.5921e-12	3.3395e-14
5751.4580	4.4963e-12	3.1356e-14
5752.7080	4.4337e-12	3.3539e-14
5753.9580	4.4902e-12	2.5285e-14
5755.2080	4.5802e-12	3.0900e-14
5756.4580	4.6182e-12	3.3251e-14
5757.7080	4.6215e-12	3.2728e-14
5758.9580	4.5863e-12	3.1324e-14
5760.2080	4.5303e-12	3.0507e-14
5761.4580	4.4521e-12	3.4349e-14
5762.7080	4.4647e-12	2.8544e-14
5763.9580	4.5824e-12	2.7168e-14
5765.2080	4.6309e-12	3.1343e-14
5766.4580	4.6205e-12	3.1133e-14
5767.7080	4.5914e-12	3.0459e-14
5768.9580	4.5766e-12	3.2757e-14
5770.2080	4.5691e-12	3.0440e-14
5771.4580	4.5510e-12	2.8871e-14
5772.7080	4.5510e-12	2.9713e-14
5773.9580	4.5424e-12	2.8336e-14
5775.2080	4.5578e-12	2.6836e-14
5776.4580	4.5902e-12	2.7541e-14
5777.7080	4.5753e-12	2.9322e-14
5778.9580	4.5020e-12	2.9041e-14
5780.2080	4.4235e-12	2.5931e-14
5781.4580	4.4213e-12	2.9988e-14
5782.7080	4.4492e-12	3.0316e-14
5783.9580	4.4484e-12	2.7165e-14
5785.2080	4.4820e-12	2.8180e-14
5786.4580	4.5213e-12	3.0037e-14
5787.7080	4.5291e-12	3.0280e-14
5788.9580	4.5105e-12	3.2383e-14
5790.2080	4.4692e-12	3.0111e-14
5791.4580	4.4696e-12	2.7686e-14
5792.7080	4.4872e-12	2.7757e-14
5793.9580	4.5040e-12	3.1541e-14
5795.2080	4.5026e-12	2.7723e-14
5796.4580	4.4535e-12	2.4846e-14
5797.7080	4.4551e-12	2.9364e-14
5798.9580	4.4975e-12	2.8362e-14
5800.2080	4.5172e-12	2.7834e-14
5801.4580	4.5193e-12	2.6890e-14
5802.7080	4.4732e-12	2.6855e-14
5803.9580	4.4029e-12	2.5159e-14
5805.2080	4.3762e-12	2.4900e-14
5806.4580	4.4282e-12	2.7142e-14
5807.7080	4.4648e-12	2.3259e-14
5808.9580	4.4693e-12	2.6349e-14
5810.2080	4.4763e-12	2.6146e-14
5811.4580	4.4567e-12	2.6942e-14
5812.7080	4.4233e-12	2.7111e-14
5813.9580	4.4110e-12	2.4984e-14
5815.2080	4.3873e-12	2.5546e-14
5816.4580	4.4117e-12	2.6707e-14
5817.7080	4.4635e-12	2.1701e-14
5818.9580	4.4653e-12	2.2646e-14
5820.2080	4.4557e-12	2.4213e-14
5821.4580	4.4389e-12	2.3358e-14
5822.7080	4.4235e-12	2.4836e-14
5823.9580	4.4353e-12	2.4366e-14
5825.2080	4.4349e-12	2.5359e-14
5826.4580	4.4419e-12	2.5517e-14
5827.7080	4.4473e-12	2.6068e-14
5828.9580	4.4357e-12	2.6163e-14
5830.2080	4.4144e-12	2.4998e-14
5831.4580	4.4163e-12	2.4103e-14
5832.7080	4.4296e-12	2.1599e-14
5833.9580	4.4053e-12	2.2492e-14
5835.2080	4.4013e-12	2.3451e-14
5836.4580	4.4217e-12	2.0214e-14
5837.7080	4.4240e-12	1.9914e-14
5838.9580	4.4319e-12	2.0903e-14
5840.2080	4.4314e-12	2.0652e-14
5841.4580	4.4242e-12	2.1647e-14
5842.7080	4.4190e-12	2.3330e-14
5843.9580	4.4047e-12	2.2596e-14
5845.2080	4.3985e-12	2.0616e-14
5846.4580	4.3999e-12	1.9351e-14
5847.7080	4.4016e-12	2.1477e-14
5848.9580	4.4064e-12	2.0377e-14
5850.2080	4.3771e-12	2.2689e-14
5851.4580	4.2402e-12	2.1556e-14
5852.7080	4.0755e-12	2.3868e-14
5853.9580	4.1675e-12	1.9379e-14
5855.2080	4.2741e-12	1.7480e-14
5856.4580	4.1848e-12	2.3885e-14
5857.7080	4.1845e-12	2.0710e-14
5858.9580	4.2717e-12	1.9748e-14
5860.2080	4.2975e-12	2.0868e-14
5861.4580	4.2682e-12	2.2658e-14
5862.7080	4.3070e-12	1.6396e-14
5863.9580	4.3761e-12	2.0263e-14
5865.2080	4.3928e-12	2.0395e-14
5866.4580	4.3867e-12	2.1727e-14
5867.7080	4.3839e-12	2.1586e-14
5868.9580	4.3854e-12	1.8609e-14
5870.2080	4.3790e-12	2.1625e-14
5871.4580	4.3729e-12	1.8547e-14
5872.7080	4.3717e-12	1.8563e-14
5873.9580	4.3780e-12	2.1906e-14
5875.2080	4.3815e-12	2.0689e-14
5876.4580	4.3697e-12	1.9173e-14
5877.7080	4.3613e-12	1.8782e-14
5878.9580	4.3553e-12	1.8977e-14
5880.2080	4.3502e-12	1.7726e-14
5881.4580	4.3392e-12	1.7464e-14
5882.7080	4.3027e-12	1.6247e-14
5883.9580	4.3071e-12	1.4461e-14
5885.2080	4.3426e-12	1.8167e-14
5886.4580	4.3402e-12	1.9614e-14
5887.7080	4.0986e-12	2.1998e-14
5888.9580	3.6698e-12	1.9211e-14
5890.2080	3.7924e-12	1.3627e-14
5891.4580	4.1551e-12	1.9793e-14
5892.7080	4.2154e-12	1.5808e-14
5893.9580	3.9843e-12	1.6347e-14
5895.2080	3.7136e-12	1.1587e-14
5896.4580	3.9591e-12	1.7380e-14
5897.7080	4.2709e-12	1.9215e-14
5898.9580	4.3150e-12	1.3782e-14
5900.2080	4.3220e-12	1.8503e-14
5901.4580	4.3085e-12	1.8108e-14
5902.7080	4.3060e-12	1.8133e-14
5903.9580	4.2894e-12	1.3906e-14
5905.2080	4.2672e-12	1.5292e-14
5906.4580	4.2997e-12	1.7839e-14
5907.7080	4.3310e-12	2.0353e-14
5908.9580	4.3268e-12	1.9634e-14
5910.2080	4.3306e-12	1.7606e-14
5911.4580	4.3038e-12	2.0808e-14
5912.7080	4.1859e-12	1.6044e-14
5913.9580	4.1622e-12	1.5881e-14
5915.2080	4.2638e-12	1.5789e-14
5916.4580	4.3052e-12	1.6206e-14
5917.7080	4.3324e-12	1.9672e-14
5918.9580	4.3273e-12	1.6108e-14
5920.2080	4.3125e-12	1.3764e-14
5921.4580	4.3056e-12	1.1803e-14
5922.7080	4.3041e-12	1.3731e-14
5923.9580	4.3073e-12	1.7449e-14
5925.2080	4.3005e-12	1.2044e-14
5926.4580	4.2639e-12	8.6587e-15
5927.7080	4.2009e-12	1.4732e-14
5928.9580	4.1176e-12	1.3085e-14
5930.2080	4.1612e-12	1.6793e-14
5931.4580	4.2577e-12	1.4165e-14
5932.7080	4.2472e-12	9.8043e-15
5933.9580	4.2215e-12	1.2800e-14
5935.2080	4.2506e-12	1.3357e-14
5936.4580	4.2852e-12	1.4940e-14
5937.7080	4.2929e-12	1.5478e-14
5938.9580	4.2797e-12	1.4263e-14
5940.2080	4.2693e-12	1.6279e-14
5941.4580	4.2586e-12	1.5738e-14
5942.7080	4.2649e-12	1.0010e-14
5943.9580	4.2735e-12	1.6103e-14
5945.2080	4.2677e-12	1.4875e-14
5946.4580	4.2069e-12	1.1694e-14
5947.7080	4.1401e-12	8.7885e-15
5948.9580	4.1790e-12	1.1447e-14
5950.2080	4.2095e-12	1.1497e-14
5951.4580	4.1510e-12	1.3752e-14
5952.7080	4.1687e-12	1.6320e-14
5953.9580	4.2191e-12	1.4964e-14
5955.2080	4.2001e-12	1.0663e-14
5956.4580	4.1681e-12	1.4545e-14
5957.7080	4.1792e-12	1.5157e-14
5958.9580	4.1977e-12	1.1684e-14
5960.2080	4.1904e-12	1.1846e-14
5961.4580	4.1971e-12	1.6159e-14
5962.7080	4.2125e-12	1.4852e-14
5963.9580	4.2171e-12	1.4423e-14
5965.2080	4.2056e-12	1.6511e-14
5966.4580	4.2064e-12	1.5195e-14
5967.7080	4.2046e-12	1.3523e-14
5968.9580	4.2085e-12	1.2273e-14
5970.2080	4.2210e-12	7.5231e-15
5971.4580	4.2197e-12	1.4016e-14
5972.7080	4.2046e-12	1.0252e-14
5973.9580	4.1686e-12	1.0543e-14
5975.2080	4.1187e-12	1.1186e-14
5976.4580	4.1085e-12	1.4650e-14
5977.7080	4.1104e-12	1.5114e-14
5978.9580	4.1414e-12	1.1294e-14
5980.2080	4.1843e-12	1.3113e-14
5981.4580	4.1462e-12	1.6129e-14
5982.7080	4.0415e-12	1.4022e-14
5983.9580	4.0091e-12	1.3766e-14
5985.2080	4.0649e-12	1.5252e-14
5986.4580	4.0886e-12	1.5179e-14
5987.7080	4.1226e-12	1.2554e-14
5988.9580	4.1157e-12	1.3965e-14
5990.2080	4.0338e-12	1.4678e-14
5991.4580	4.0649e-12	1.2107e-14
5992.7080	4.1593e-12	1.1313e-14
5993.9580	4.1714e-12	1.5716e-14
5995.2080	4.1348e-12	1.1572e-14
5996.4580	4.0921e-12	1.5897e-14
5997.7080	4.1089e-12	1.4101e-14
5998.9580	4.1502e-12	1.1644e-14
6000.2080	4.1458e-12	1.2089e-14
6001.4580	4.1024e-12	1.3028e-14
6002.7080	4.0963e-12	7.2750e-15
6003.9580	4.1400e-12	6.9260e-15
6005.2080	4.1265e-12	1.1943e-14
6006.4580	4.0470e-12	1.3348e-14
6007.7080	4.0067e-12	1.5754e-14
6008.9580	4.0826e-12	1.5293e-14
6010.2080	4.1300e-12	1.7143e-14
6011.4580	4.0918e-12	1.2798e-14
6012.7080	4.0635e-12	1.5915e-14
6013.9580	4.0861e-12	1.6190e-14
6015.2080	4.0787e-12	1.5401e-14
6016.4580	4.0744e-12	1.3073e-14
6017.7080	4.0728e-12	1.2603e-14
6018.9580	3.9853e-12	1.3098e-14
6020.2080	3.9626e-12	1.4415e-14
6021.4580	4.0014e-12	1.3604e-14
6022.7080	3.9703e-12	1.0439e-14
6023.9580	3.9948e-12	1.4786e-14
6025.2080	4.0637e-12	1.4015e-14
6026.4580	4.0612e-12	1.3958e-14
6027.7080	4.0747e-12	1.1900e-14
6028.9580	4.1019e-12	1.3973e-14
6030.2080	4.1147e-12	1.2761e-14
6031.4580	4.1218e-12	1.4772e-14
6032.7080	4.1234e-12	1.6863e-14
6033.9580	4.1197e-12	1.7916e-14
6035.2080	4.1250e-12	1.3294e-14
6036.4580	4.1266e-12	1.2613e-14
6037.7080	4.1249e-12	1.5718e-14
6038.9580	4.1119e-12	1.5625e-14
6040.2080	4.0672e-12	1.5494e-14
6041.4580	4.0286e-12	1.6412e-14
6042.7080	4.0599e-12	1.4870e-14
6043.9580	4.0518e-12	1.4268e-14
6045.2080	4.0210e-12	1.7022e-14
6046.4580	4.0626e-12	1.6524e-14
6047.7080	4.1000e-12	1.5053e-14
6048.9580	4.1029e-12	1.6248e-14
6050.2080	4.0839e-12	1.2345e-14
6051.4580	4.0004e-12	1.6720e-14
6052.7080	3.9663e-12	1.4618e-14
6053.9580	4.0033e-12	1.6480e-14
6055.2080	4.0079e-12	1.5056e-14
6056.4580	4.0476e-12	1.6922e-14
6057.7080	4.1002e-12	1.6387e-14
6058.9580	4.0975e-12	1.8327e-14
6060.2080	4.0822e-12	1.7023e-14
6061.4580	4.0875e-12	1.5395e-14
6062.7080	4.0798e-12	1.7463e-14
6063.9580	3.9819e-12	1.4547e-14
6065.2080	3.9658e-12	1.7407e-14
6066.4580	4.0477e-12	1.3834e-14
6067.7080	4.0758e-12	1.3997e-14
6068.9580	4.0713e-12	1.9844e-14
6070.2080	4.0739e-12	1.5704e-14
6071.4580	4.0832e-12	1.3511e-14
6072.7080	4.0890e-12	1.7090e-14
6073.9580	4.0842e-12	1.4608e-14
6075.2080	4.0701e-12	1.4095e-14
6076.4580	4.0011e-12	1.4263e-14
6077.7080	3.9396e-12	1.6827e-14
6078.9580	3.9870e-12	1.6104e-14
6080.2080	4.0429e-12	1.7318e-14
6081.4580	4.0217e-12	1.4153e-14
6082.7080	3.9490e-12	1.6793e-14
6083.9580	3.9294e-12	1.5197e-14
6085.2080	3.9571e-12	1.6358e-14
6086.4580	3.9814e-12	1.6644e-14
6087.7080	3.9984e-12	1.7851e-14
6088.9580	3.9968e-12	1.8693e-14
6090.2080	4.0022e-12	2.1234e-14
6091.4580	4.0018e-12	1.7674e-14
6092.7080	4.0065e-12	1.6508e-14
6093.9580	4.0085e-12	1.9213e-14
6095.2080	4.0088e-12	1.4962e-14
6096.4580	4.0082e-12	1.8850e-14
6097.7080	4.0099e-12	1.7300e-14
6098.9580	4.0000e-12	1.9014e-14
6100.2080	3.9228e-12	1.6939e-14
6101.4580	3.7728e-12	1.6180e-14
6102.7080	3.7883e-12	1.5070e-14
6103.9580	3.9379e-12	1.6470e-14
6105.2080	3.9811e-12	1.7182e-14
6106.4580	3.9582e-12	1.9995e-14
6107.7080	3.9552e-12	1.7693e-14
6108.9580	3.9693e-12	2.1701e-14
6110.2080	3.9540e-12	1.7908e-14
6111.4580	3.9215e-12	1.7154e-14
6112.7080	3.9165e-12	1.8663e-14
6113.9580	3.9127e-12	1.8777e-14
6115.2080	3.8943e-12	1.8745e-14
6116.4580	3.9285e-12	1.6748e-14
6117.7080	3.9736e-12	1.9129e-14
6118.9580	3.9615e-12	1.8900e-14
6120.2080	3.8804e-12	1.7909e-14
6121.4580	3.8080e-12	1.9295e-14
6122.7080	3.8580e-12	1.9507e-14
6123.9580	3.9062e-12	1.9103e-14
6125.2080	3.9204e-12	1.8758e-14
6126.4580	3.9269e-12	1.8552e-14
6127.7080	3.8847e-12	1.9919e-14
6128.9580	3.8609e-12	1.9632e-14
6130.2080	3.8830e-12	2.0596e-14
6131.4580	3.9170e-12	2.0409e-14
6132.7080	3.9416e-12	1.9506e-14
6133.9580	3.9085e-12	1.8205e-14
6135.2080	3.7354e-12	1.8073e-14
6136.4580	3.6197e-12	1.6716e-14
6137.7080	3.7590e-12	1.8526e-14
6138.9580	3.8335e-12	2.3292e-14
6140.2080	3.5955e-12	1.8930e-14
6141.4580	3.5485e-12	1.6965e-14
6142.7080	3.8064e-12	2.4416e-14
6143.9580	3.9074e-12	2.0961e-14
6145.2080	3.8647e-12	2.4632e-14
6146.4580	3.7161e-12	1.9597e-14
6147.7080	3.6138e-12	1.9243e-14
6148.9580	3.7135e-12	2.0047e-14
6150.2080	3.8693e-12	2.6660e-14
6151.4580	3.9262e-12	2.1856e-14
6152.7080	3.8876e-12	2.2236e-14
6153.9580	3.8073e-12	2.1232e-14
6155.2080	3.7757e-12	1.9732e-14
6156.4580	3.7814e-12	2.1957e-14
6157.7080	3.8114e-12	2.3518e-14
6158.9580	3.8276e-12	2.2140e-14
6160.2080	3.7300e-12	1.7943e-14
6161.4580	3.6503e-12	1.9927e-14
6162.7080	3.7418e-12	2.2943e-14
6163.9580	3.8474e-12	2.2282e-14
6165.2080	3.8779e-12	2.1134e-14
6166.4580	3.8838e-12	2.1269e-14
6167.7080	3.8245e-12	1.8337e-14
6168.9580	3.7510e-12	2.0077e-14
6170.2080	3.7934e-12	2.2012e-14
6171.4580	3.8517e-12	2.5836e-14
6172.7080	3.8295e-12	2.0245e-14
6173.9580	3.7568e-12	2.1999e-14
6175.2080	3.7153e-12	1.9370e-14
6176.4580	3.7736e-12	2.2614e-14
6177.7080	3.8249e-12	2.4754e-14
6178.9580	3.8363e-12	2.4177e-14
6180.2080	3.8742e-12	2.4054e-14
6181.4580	3.8954e-12	2.1300e-14
6182.7080	3.8850e-12	2.0928e-14
6183.9580	3.8806e-12	2.4405e-14
6185.2080	3.8566e-12	2.2224e-14
6186.4580	3.8479e-12	2.1078e-14
6187.7080	3.8708e-12	2.2825e-14
6188.9580	3.8431e-12	2.3158e-14
6190.2080	3.7083e-12	2.0430e-14
6191.4580	3.7294e-12	2.5879e-14
6192.7080	3.8524e-12	2.5613e-14
6193.9580	3.8595e-12	2.3927e-14
6195.2080	3.8629e-12	2.3837e-14
6196.4580	3.8865e-12	2.4773e-14
6197.7080	3.8731e-12	2.2788e-14
6198.9580	3.8413e-12	2.1097e-14
6200.2080	3.8540e-12	2.0813e-14
6201.4580	3.8780e-12	2.3246e-14
6202.7080	3.8684e-12	1.9320e-14
6203.9580	3.8603e-12	2.2982e-14
6205.2080	3.8775e-12	2.7664e-14
6206.4580	3.8829e-12	2.2419e-14
6207.7080	3.8819e-12	2.4626e-14
6208.9580	3.8870e-12	2.1198e-14
6210.2080	3.8871e-12	2.3191e-14
6211.4580	3.8593e-12	2.6001e-14
6212.7080	3.8141e-12	2.5938e-14
6213.9580	3.7938e-12	2.7638e-14
6215.2080	3.8141e-12	2.7203e-14
6216.4580	3.8481e-12	2.6393e-14
6217.7080	3.8167e-12	2.5031e-14
6218.9580	3.7859e-12	2.4744e-14
6220.2080	3.7924e-12	2.4011e-14
6221.4580	3.8113e-12	2.6529e-14
6222.7080	3.8254e-12	2.5391e-14
6223.9580	3.8358e-12	2.4426e-14
6225.2080	3.8392e-12	2.2327e-14
6226.4580	3.8389e-12	2.3806e-14
6227.7080	3.8102e-12	2.5466e-14
6228.9580	3.6814e-12	2.5032e-14
6230.2080	3.6298e-12	2.5626e-14
6231.4580	3.7056e-12	2.4472e-14
6232.7080	3.7764e-12	2.5140e-14
6233.9580	3.8293e-12	2.5515e-14
6235.2080	3.8038e-12	2.3489e-14
6236.4580	3.6477e-12	2.3757e-14
6237.7080	3.5294e-12	2.5047e-14
6238.9580	3.6087e-12	2.2324e-14
6240.2080	3.7533e-12	2.3345e-14
6241.4580	3.8031e-12	2.6400e-14
6242.7080	3.7493e-12	2.6569e-14
6243.9580	3.7083e-12	2.2857e-14
6245.2080	3.5790e-12	2.4995e-14
6246.4580	3.4459e-12	2.6502e-14
6247.7080	3.5738e-12	2.4573e-14
6248.9580	3.7664e-12	2.5427e-14
6250.2080	3.7785e-12	2.6008e-14
6251.4580	3.6797e-12	2.5884e-14
6252.7080	3.6378e-12	2.4442e-14
6253.9580	3.6779e-12	2.5391e-14
6255.2080	3.7089e-12	2.2242e-14
6256.4580	3.7420e-12	2.8191e-14
6257.7080	3.7694e-12	2.7450e-14
6258.9580	3.7764e-12	2.3340e-14
6260.2080	3.7750e-12	2.5530e-14
6261.4580	3.7711e-12	2.0607e-14
6262.7080	3.7737e-12	2.4732e-14
6263.9580	3.7576e-12	2.4893e-14
6265.2080	3.7700e-12	2.4134e-14
6266.4580	3.7982e-12	2.5822e-14
6267.7080	3.7828e-12	2.7165e-14
6268.9580	3.7448e-12	2.6584e-14
6270.2080	3.7394e-12	2.5990e-14
6271.4580	3.7622e-12	2.4959e-14
6272.7080	3.7747e-12	2.4212e-14
6273.9580	3.7871e-12	2.6749e-14
6275.2080	3.8007e-12	2.3874e-14
6276.4580	3.7793e-12	2.5166e-14
6277.7080	3.7339e-12	2.5107e-14
6278.9580	3.7025e-12	3.7041e-14
6280.2080	3.7139e-12	2.9968e-14
6281.4580	3.7070e-12	2.4543e-14
6282.7080	3.6925e-12	2.9787e-14
6283.9580	3.6915e-12	2.7516e-14
6285.2080	3.6999e-12	2.5432e-14
6286.4580	3.7363e-12	2.5146e-14
6287.7080	3.7552e-12	2.5883e-14
6288.9580	3.7186e-12	2.5283e-14
6290.2080	3.6846e-12	2.6765e-14
6291.4580	3.7053e-12	2.6040e-14
6292.7080	3.7436e-12	2.4800e-14
6293.9580	3.7371e-12	2.8049e-14
6295.2080	3.7275e-12	3.0026e-14
6296.4580	3.7037e-12	2.6646e-14
6297.7080	3.6924e-12	2.6550e-14
6298.9580	3.6731e-12	2.4595e-14
6300.2080	3.5832e-12	2.5405e-14
6301.4580	3.5759e-12	2.6925e-14
6302.7080	3.6488e-12	3.0398e-14
6303.9580	3.6633e-12	2.8383e-14
6305.2080	3.6803e-12	2.3975e-14
6306.4580	3.7114e-12	3.2236e-14
6307.7080	3.7101e-12	2.9636e-14
6308.9580	3.7044e-12	2.4761e-14
6310.2080	3.6987e-12	2.5870e-14
6311.4580	3.6950e-12	2.7932e-14
6312.7080	3.6554e-12	2.7885e-14
6313.9580	3.5906e-12	2.3748e-14
6315.2080	3.5780e-12	2.6129e-14
6316.4580	3.5312e-12	2.6708e-14
6317.7080	3.5278e-12	2.4590e-14
6318.9580	3.6247e-12	3.0080e-14
6320.2080	3.6562e-12	2.9981e-14
6321.4580	3.6460e-12	2.6629e-14
6322.7080	3.6687e-12	2.5582e-14
6323.9580	3.7007e-12	2.4957e-14
6325.2080	3.6910e-12	2.6246e-14
6326.4580	3.6776e-12	2.5050e-14
6327.7080	3.6797e-12	2.5719e-14
