lambda	Flux	e_Flux
0.1nm	10-2W/m2/nm	10-2W/m2/nm
---------	----------	----------
6328.9580	3.6742e-12	2.6443e-14
6330.2080	3.6371e-12	2.4027e-14
6331.4580	3.6369e-12	2.6968e-14
6332.7080	3.6584e-12	2.7649e-14
6333.9580	3.6079e-12	2.6988e-14
6335.2080	3.5415e-12	2.6875e-14
6336.4580	3.5508e-12	2.7680e-14
6337.7080	3.5748e-12	2.6608e-14
6338.9580	3.6143e-12	2.7446e-14
6340.2080	3.6617e-12	2.7534e-14
6341.4580	3.6601e-12	2.6974e-14
6342.7080	3.6431e-12	2.6717e-14
6343.9580	3.6130e-12	2.9257e-14
6345.2080	3.4305e-12	2.4929e-14
6346.4580	3.3134e-12	2.0216e-14
6347.7080	3.5092e-12	3.0174e-14
6348.9580	3.6547e-12	2.7615e-14
6350.2080	3.6664e-12	2.6777e-14
6351.4580	3.6624e-12	2.7144e-14
6352.7080	3.6515e-12	2.7231e-14
6353.9580	3.6329e-12	2.6802e-14
6355.2080	3.6394e-12	2.8095e-14
6356.4580	3.6430e-12	2.9571e-14
6357.7080	3.6274e-12	2.7363e-14
6358.9580	3.6150e-12	2.2821e-14
6360.2080	3.5745e-12	2.7873e-14
6361.4580	3.5292e-12	2.7399e-14
6362.7080	3.5679e-12	2.8930e-14
6363.9580	3.6143e-12	2.6402e-14
6365.2080	3.6155e-12	2.8634e-14
6366.4580	3.6153e-12	2.7794e-14
6367.7080	3.5686e-12	2.5881e-14
6368.9580	3.4549e-12	2.5360e-14
6370.2080	3.3387e-12	2.3559e-14
6371.4580	3.4405e-12	2.5608e-14
6372.7080	3.6066e-12	2.7687e-14
6373.9580	3.6336e-12	2.7843e-14
6375.2080	3.6267e-12	2.5129e-14
6376.4580	3.6095e-12	2.4451e-14
6377.7080	3.5959e-12	2.7234e-14
6378.9580	3.5911e-12	2.4984e-14
6380.2080	3.5900e-12	2.6122e-14
6381.4580	3.5813e-12	2.4731e-14
6382.7080	3.5310e-12	2.5547e-14
6383.9580	3.5064e-12	2.5602e-14
6385.2080	3.5501e-12	2.7513e-14
6386.4580	3.6031e-12	2.9395e-14
6387.7080	3.6152e-12	2.8939e-14
6388.9580	3.5952e-12	2.8070e-14
6390.2080	3.5882e-12	2.9234e-14
6391.4580	3.5351e-12	2.3759e-14
6392.7080	3.4632e-12	2.6005e-14
6393.9580	3.5189e-12	2.5275e-14
6395.2080	3.5943e-12	2.5529e-14
6396.4580	3.5943e-12	2.4937e-14
6397.7080	3.5173e-12	2.6031e-14
6398.9580	3.4099e-12	2.7659e-14
6400.2080	3.4700e-12	2.8396e-14
6401.4580	3.5724e-12	2.5041e-14
6402.7080	3.5838e-12	2.7759e-14
6403.9580	3.5805e-12	2.6667e-14
6405.2080	3.5326e-12	2.5094e-14
6406.4580	3.4399e-12	2.6646e-14
6407.7080	3.4580e-12	2.8527e-14
6408.9580	3.5220e-12	2.7354e-14
6410.2080	3.4585e-12	2.8697e-14
6411.4580	3.4554e-12	2.7783e-14
6412.7080	3.5090e-12	2.6243e-14
6413.9580	3.4719e-12	2.5608e-14
6415.2080	3.3810e-12	2.4693e-14
6416.4580	3.3814e-12	2.4582e-14
6417.7080	3.4528e-12	2.3851e-14
6418.9580	3.4221e-12	2.5535e-14
6420.2080	3.3936e-12	2.8591e-14
6421.4580	3.4713e-12	2.9309e-14
6422.7080	3.5416e-12	2.6678e-14
6423.9580	3.5397e-12	2.7471e-14
6425.2080	3.5351e-12	2.8203e-14
6426.4580	3.5440e-12	2.7068e-14
6427.7080	3.5392e-12	2.6243e-14
6428.9580	3.4700e-12	2.5952e-14
6430.2080	3.3798e-12	2.6387e-14
6431.4580	3.3251e-12	2.5432e-14
6432.7080	3.3823e-12	2.8818e-14
6433.9580	3.4977e-12	2.3734e-14
6435.2080	3.5264e-12	2.5355e-14
6436.4580	3.4703e-12	2.6632e-14
6437.7080	3.3584e-12	2.5930e-14
6438.9580	3.3800e-12	2.4436e-14
6440.2080	3.4910e-12	2.5325e-14
6441.4580	3.4917e-12	2.6693e-14
6442.7080	3.4914e-12	2.7450e-14
6443.9580	3.5051e-12	2.5099e-14
6445.2080	3.4791e-12	2.7407e-14
6446.4580	3.4842e-12	2.4087e-14
6447.7080	3.4766e-12	2.6791e-14
6448.9580	3.4417e-12	2.4940e-14
6450.2080	3.4713e-12	2.4076e-14
6451.4580	3.5022e-12	2.4275e-14
6452.7080	3.4818e-12	2.3962e-14
6453.9580	3.3397e-12	2.5995e-14
6455.2080	3.0921e-12	2.5907e-14
6456.4580	3.1693e-12	2.2209e-14
6457.7080	3.4309e-12	2.2784e-14
6458.9580	3.4980e-12	2.6195e-14
6460.2080	3.4381e-12	2.3644e-14
6461.4580	3.3144e-12	2.7828e-14
6462.7080	3.3522e-12	2.3150e-14
6463.9580	3.4735e-12	2.2397e-14
6465.2080	3.4919e-12	2.6384e-14
6466.4580	3.4838e-12	2.7373e-14
6467.7080	3.4574e-12	2.7194e-14
6468.9580	3.4452e-12	2.5445e-14
6470.2080	3.4411e-12	2.4617e-14
6471.4580	3.4446e-12	2.2769e-14
6472.7080	3.4750e-12	2.3727e-14
6473.9580	3.4740e-12	2.8721e-14
6475.2080	3.4673e-12	2.7017e-14
6476.4580	3.4742e-12	2.6733e-14
6477.7080	3.4779e-12	2.5337e-14
6478.9580	3.4678e-12	2.7007e-14
6480.2080	3.4077e-12	2.9850e-14
6481.4580	3.3543e-12	2.4025e-14
6482.7080	3.3848e-12	2.1467e-14
6483.9580	3.4330e-12	2.5937e-14
6485.2080	3.4470e-12	2.4687e-14
6486.4580	3.4481e-12	2.6055e-14
6487.7080	3.4462e-12	2.6115e-14
6488.9580	3.4132e-12	2.5869e-14
6490.2080	3.3372e-12	2.4376e-14
6491.4580	3.2858e-12	2.4538e-14
6492.7080	3.1990e-12	2.8847e-14
6493.9580	3.0822e-12	2.3698e-14
6495.2080	2.9591e-12	2.4252e-14
6496.4580	3.0235e-12	1.9707e-14
6497.7080	3.2755e-12	2.2494e-14
6498.9580	3.3769e-12	2.5582e-14
6500.2080	3.3975e-12	2.4052e-14
6501.4580	3.4101e-12	2.4191e-14
6502.7080	3.4083e-12	2.4815e-14
6503.9580	3.3999e-12	2.4586e-14
6505.2080	3.3863e-12	2.4018e-14
6506.4580	3.3918e-12	2.3625e-14
6507.7080	3.4002e-12	2.2981e-14
6508.9580	3.3976e-12	2.2945e-14
6510.2080	3.3908e-12	2.4518e-14
6511.4580	3.3803e-12	2.6159e-14
6512.7080	3.3613e-12	2.5769e-14
6513.9580	3.2683e-12	2.6763e-14
6515.2080	3.1525e-12	2.3539e-14
6516.4580	3.2033e-12	2.0541e-14
6517.7080	3.2902e-12	2.3970e-14
6518.9580	3.3215e-12	2.0837e-14
6520.2080	3.3335e-12	2.4912e-14
6521.4580	3.3314e-12	2.5654e-14
6522.7080	3.3224e-12	2.4857e-14
6523.9580	3.3075e-12	2.5389e-14
6525.2080	3.2657e-12	2.4345e-14
6526.4580	3.2428e-12	2.4875e-14
6527.7080	3.2689e-12	2.4568e-14
6528.9580	3.2802e-12	2.3986e-14
6530.2080	3.2712e-12	2.3679e-14
6531.4580	3.2503e-12	2.6219e-14
6532.7080	3.2259e-12	2.3422e-14
6533.9580	3.2102e-12	2.3927e-14
6535.2080	3.1954e-12	2.3498e-14
6536.4580	3.1772e-12	2.3172e-14
6537.7080	3.1642e-12	2.2958e-14
6538.9580	3.1573e-12	2.4321e-14
6540.2080	3.1449e-12	2.3608e-14
6541.4580	3.1238e-12	2.3507e-14
6542.7080	3.0974e-12	2.2506e-14
6543.9580	3.0361e-12	2.2683e-14
6545.2080	2.9599e-12	2.4113e-14
6546.4580	2.9571e-12	2.3549e-14
6547.7080	2.9555e-12	2.1742e-14
6548.9580	2.9128e-12	2.3466e-14
6550.2080	2.8677e-12	2.2464e-14
6551.4580	2.8190e-12	2.1166e-14
6552.7080	2.7506e-12	2.0658e-14
6553.9580	2.6586e-12	1.8849e-14
6555.2080	2.5688e-12	1.9990e-14
6556.4580	2.4740e-12	1.9606e-14
6557.7080	2.3420e-12	1.9283e-14
6558.9580	2.1659e-12	1.7348e-14
6560.2080	1.8466e-12	1.8374e-14
6561.4580	1.4193e-12	1.4131e-14
6562.7080	1.4819e-12	1.0572e-14
6563.9580	1.9343e-12	1.7290e-14
6565.2080	2.2149e-12	1.6348e-14
6566.4580	2.3656e-12	1.8597e-14
6567.7080	2.4621e-12	1.7867e-14
6568.9580	2.5605e-12	1.7810e-14
6570.2080	2.6615e-12	1.8190e-14
6571.4580	2.7407e-12	2.0001e-14
6572.7080	2.7939e-12	1.9761e-14
6573.9580	2.8390e-12	2.0131e-14
6575.2080	2.8951e-12	2.1360e-14
6576.4580	2.9369e-12	2.1618e-14
6577.7080	2.9686e-12	2.2341e-14
6578.9580	2.9888e-12	2.1237e-14
6580.2080	3.0124e-12	2.0722e-14
6581.4580	3.0384e-12	2.2141e-14
6582.7080	3.0588e-12	2.0408e-14
6583.9580	3.0679e-12	2.2502e-14
6585.2080	3.0539e-12	2.2492e-14
6586.4580	3.0555e-12	2.2271e-14
6587.7080	3.1019e-12	2.4294e-14
6588.9580	3.1364e-12	2.3644e-14
6590.2080	3.1204e-12	2.5056e-14
6591.4580	3.0442e-12	2.3187e-14
6592.7080	3.0374e-12	2.2572e-14
6593.9580	3.1255e-12	2.3957e-14
6595.2080	3.1609e-12	2.3008e-14
6596.4580	3.1412e-12	2.3934e-14
6597.7080	3.1372e-12	2.2117e-14
6598.9580	3.1753e-12	2.1603e-14
6600.2080	3.1959e-12	2.3701e-14
6601.4580	3.2013e-12	2.4150e-14
6602.7080	3.2001e-12	2.3803e-14
6603.9580	3.1946e-12	2.4344e-14
6605.2080	3.1903e-12	2.4704e-14
6606.4580	3.1913e-12	2.3386e-14
6607.7080	3.1919e-12	2.3170e-14
6608.9580	3.1979e-12	2.1510e-14
6610.2080	3.2109e-12	2.3803e-14
6611.4580	3.1880e-12	2.2938e-14
6612.7080	3.1575e-12	2.0423e-14
6613.9580	3.1780e-12	2.4608e-14
6615.2080	3.2138e-12	2.4839e-14
6616.4580	3.2186e-12	2.5743e-14
6617.7080	3.2200e-12	2.1769e-14
6618.9580	3.2259e-12	2.1548e-14
6620.2080	3.2292e-12	2.1930e-14
6621.4580	3.2264e-12	2.3476e-14
6622.7080	3.2271e-12	2.2459e-14
6623.9580	3.2288e-12	2.3732e-14
6625.2080	3.2133e-12	2.2904e-14
6626.4580	3.1972e-12	2.3873e-14
6627.7080	3.2019e-12	1.5297e-14
6628.9580	3.2159e-12	1.5324e-14
6630.2080	3.2150e-12	2.2093e-14
6631.4580	3.1846e-12	2.2521e-14
6632.7080	3.1336e-12	2.1426e-14
6633.9580	3.1427e-12	2.0285e-14
6635.2080	3.1916e-12	2.0909e-14
6636.4580	3.2183e-12	2.1529e-14
6637.7080	3.2204e-12	2.2199e-14
6638.9580	3.2211e-12	2.1033e-14
6640.2080	3.2272e-12	2.1729e-14
6641.4580	3.1935e-12	2.2449e-14
6642.7080	3.1420e-12	2.1185e-14
6643.9580	3.1469e-12	2.1327e-14
6645.2080	3.1966e-12	2.0470e-14
6646.4580	3.2246e-12	2.0194e-14
6647.7080	3.2214e-12	1.4494e-14
6648.9580	3.2247e-12	1.9402e-14
6650.2080	3.2208e-12	2.1810e-14
6651.4580	3.2232e-12	2.1191e-14
6652.7080	3.2205e-12	2.2262e-14
6653.9580	3.2178e-12	2.3714e-14
6655.2080	3.2190e-12	2.2519e-14
6656.4580	3.2233e-12	2.2418e-14
6657.7080	3.2249e-12	1.8917e-14
6658.9580	3.2233e-12	1.8901e-14
6660.2080	3.2130e-12	1.8595e-14
6661.4580	3.1854e-12	2.2512e-14
6662.7080	3.1706e-12	2.3092e-14
6663.9580	3.1986e-12	2.0463e-14
6665.2080	3.2176e-12	1.8791e-14
6666.4580	3.2178e-12	1.9711e-14
6667.7080	3.2178e-12	2.1492e-14
6668.9580	3.2219e-12	2.1854e-14
6670.2080	3.2181e-12	2.0207e-14
6671.4580	3.2153e-12	2.1935e-14
6672.7080	3.2187e-12	1.8881e-14
6673.9580	3.2233e-12	2.2485e-14
6675.2080	3.1968e-12	2.0534e-14
6676.4580	3.1011e-12	2.1610e-14
6677.7080	3.0786e-12	2.1506e-14
6678.9580	3.1579e-12	2.1244e-14
6680.2080	3.2054e-12	2.2314e-14
6681.4580	3.2207e-12	2.0470e-14
6682.7080	3.2217e-12	1.9800e-14
6683.9580	3.2250e-12	2.1130e-14
6685.2080	3.2260e-12	2.2430e-14
6686.4580	3.2265e-12	2.0359e-14
6687.7080	3.2254e-12	2.4098e-14
6688.9580	3.2208e-12	2.4134e-14
6690.2080	3.2192e-12	2.2718e-14
6691.4580	3.2192e-12	2.2719e-14
6692.7080	3.2170e-12	2.0915e-14
6693.9580	3.2035e-12	2.2989e-14
6695.2080	3.1860e-12	2.3912e-14
6696.4580	3.1884e-12	2.0645e-14
6697.7080	3.1968e-12	1.8856e-14
6698.9580	3.2027e-12	2.2880e-14
6700.2080	3.2084e-12	2.0202e-14
6701.4580	3.2071e-12	2.1817e-14
6702.7080	3.1917e-12	2.1355e-14
6703.9580	3.1765e-12	2.2956e-14
6705.2080	3.1844e-12	2.2017e-14
6706.4580	3.1952e-12	2.0539e-14
6707.7080	3.2012e-12	2.3845e-14
6708.9580	3.2020e-12	2.1684e-14
6710.2080	3.2054e-12	2.5315e-14
6711.4580	3.1904e-12	2.3251e-14
6712.7080	3.1808e-12	2.1860e-14
6713.9580	3.1850e-12	2.1549e-14
6715.2080	3.1700e-12	2.3383e-14
6716.4580	3.1352e-12	2.0846e-14
6717.7080	3.1393e-12	2.0331e-14
6718.9580	3.1744e-12	2.1398e-14
6720.2080	3.1659e-12	2.2507e-14
6721.4580	3.1693e-12	1.9489e-14
6722.7080	3.1881e-12	1.8579e-14
6723.9580	3.1887e-12	2.1472e-14
6725.2080	3.1710e-12	2.1207e-14
6726.4580	3.1733e-12	2.1122e-14
6727.7080	3.1859e-12	2.2149e-14
6728.9580	3.1899e-12	2.1139e-14
6730.2080	3.1900e-12	2.2538e-14
6731.4580	3.1794e-12	2.3695e-14
6732.7080	3.1765e-12	2.0226e-14
6733.9580	3.1808e-12	2.2483e-14
6735.2080	3.1846e-12	2.5155e-14
6736.4580	3.1764e-12	2.3058e-14
6737.7080	3.1736e-12	2.1304e-14
6738.9580	3.1779e-12	2.2051e-14
6740.2080	3.1699e-12	2.1614e-14
6741.4580	3.1348e-12	2.1756e-14
6742.7080	3.1114e-12	2.1094e-14
6743.9580	3.1390e-12	2.2466e-14
6745.2080	3.1646e-12	2.2476e-14
6746.4580	3.1271e-12	2.1994e-14
6747.7080	3.0641e-12	2.3791e-14
6748.9580	3.0806e-12	2.1327e-14
6750.2080	3.1371e-12	2.1952e-14
6751.4580	3.1499e-12	2.2891e-14
6752.7080	3.1551e-12	2.1814e-14
6753.9580	3.1602e-12	2.2102e-14
6755.2080	3.0963e-12	2.4476e-14
6756.4580	3.0604e-12	2.1296e-14
6757.7080	3.1222e-12	2.1672e-14
6758.9580	3.1630e-12	2.3108e-14
6760.2080	3.1648e-12	2.2372e-14
6761.4580	3.1658e-12	2.3257e-14
6762.7080	3.1611e-12	2.2596e-14
6763.9580	3.1591e-12	2.0986e-14
6765.2080	3.1408e-12	2.1073e-14
6766.4580	3.0938e-12	2.2327e-14
6767.7080	3.0932e-12	1.9952e-14
6768.9580	3.1328e-12	2.4103e-14
6770.2080	3.1184e-12	2.2313e-14
6771.4580	3.1006e-12	2.2830e-14
6772.7080	3.1122e-12	2.1929e-14
6773.9580	3.1360e-12	2.1952e-14
6775.2080	3.1449e-12	2.2089e-14
6776.4580	3.1471e-12	2.2813e-14
6777.7080	3.1488e-12	2.0392e-14
6778.9580	3.1443e-12	2.1800e-14
6780.2080	3.1349e-12	2.3416e-14
6781.4580	3.1232e-12	2.3890e-14
6782.7080	3.1196e-12	2.5360e-14
6783.9580	3.1197e-12	2.4302e-14
6785.2080	3.1146e-12	2.0984e-14
6786.4580	3.1213e-12	2.0012e-14
6787.7080	3.1301e-12	2.1328e-14
6788.9580	3.1321e-12	2.0240e-14
6790.2080	3.1301e-12	2.1224e-14
6791.4580	3.1263e-12	2.1660e-14
6792.7080	3.1042e-12	2.2027e-14
6793.9580	3.0660e-12	2.1594e-14
6795.2080	3.0669e-12	2.2645e-14
6796.4580	3.1086e-12	2.0328e-14
6797.7080	3.1209e-12	2.2309e-14
6798.9580	3.1173e-12	2.1285e-14
6800.2080	3.1177e-12	2.2553e-14
6801.4580	3.1153e-12	2.0584e-14
6802.7080	3.1052e-12	2.4150e-14
6803.9580	3.1074e-12	2.2547e-14
6805.2080	3.1134e-12	2.1977e-14
6806.4580	3.1148e-12	2.2393e-14
6807.7080	3.1092e-12	2.3626e-14
6808.9580	3.0877e-12	2.3705e-14
6810.2080	3.0909e-12	2.2737e-14
6811.4580	3.0962e-12	2.2033e-14
6812.7080	3.0914e-12	2.1286e-14
6813.9580	3.0965e-12	1.9657e-14
6815.2080	3.1052e-12	2.1542e-14
6816.4580	3.1066e-12	2.3148e-14
6817.7080	3.1000e-12	2.3453e-14
6818.9580	3.0856e-12	2.1349e-14
6820.2080	3.0881e-12	2.2733e-14
6821.4580	3.0982e-12	2.3947e-14
6822.7080	3.1002e-12	2.2179e-14
6823.9580	3.0972e-12	2.2087e-14
6825.2080	3.0887e-12	2.2948e-14
6826.4580	3.0526e-12	2.4828e-14
6827.7080	3.0291e-12	2.2078e-14
6828.9580	3.0610e-12	2.1139e-14
6830.2080	3.0821e-12	2.1041e-14
6831.4580	3.0755e-12	2.0190e-14
6832.7080	3.0732e-12	2.0647e-14
6833.9580	3.0728e-12	2.1571e-14
6835.2080	3.0694e-12	2.2072e-14
6836.4580	3.0503e-12	2.3715e-14
6837.7080	3.0315e-12	2.0191e-14
6838.9580	3.0220e-12	2.0718e-14
6840.2080	2.9933e-12	2.1662e-14
6841.4580	2.9732e-12	2.1734e-14
6842.7080	2.9950e-12	2.1354e-14
6843.9580	3.0378e-12	2.1198e-14
6845.2080	3.0546e-12	2.2484e-14
6846.4580	3.0495e-12	2.2182e-14
6847.7080	3.0484e-12	1.8394e-14
6848.9580	3.0519e-12	2.0634e-14
6850.2080	3.0581e-12	2.1830e-14
6851.4580	3.0594e-12	2.1387e-14
6852.7080	3.0311e-12	2.3263e-14
6853.9580	2.9813e-12	1.9832e-14
6855.2080	2.9790e-12	1.9821e-14
6856.4580	2.9893e-12	2.2099e-14
6857.7080	2.9979e-12	2.0328e-14
6858.9580	3.0185e-12	2.2179e-14
6860.2080	3.0064e-12	2.1543e-14
6861.4580	3.0051e-12	2.1086e-14
6862.7080	3.0260e-12	2.2512e-14
6863.9580	3.0348e-12	2.4383e-14
6865.2080	3.0337e-12	2.2312e-14
6866.4580	3.0309e-12	1.4292e-14
6867.7080	3.0344e-12	1.1210e-14
6868.9580	2.9719e-12	3.9597e-14
6870.2080	2.9061e-12	3.6982e-14
6871.4580	3.0109e-12	2.1427e-14
6872.7080	3.0338e-12	2.0356e-14
6873.9580	2.9342e-12	1.1475e-14
6875.2080	3.0151e-12	1.4578e-14
6876.4580	3.0367e-12	3.7972e-14
6877.7080	2.9829e-12	4.7573e-14
6878.9580	2.9479e-12	2.8309e-14
6880.2080	2.9260e-12	2.3383e-14
6881.4580	2.9536e-12	2.2010e-14
6882.7080	2.9963e-12	2.1679e-14
6883.9580	2.9989e-12	1.7146e-14
6885.2080	2.9581e-12	1.3448e-14
6886.4580	3.0220e-12	1.5978e-14
6887.7080	2.9928e-12	3.5095e-14
6888.9580	3.0073e-12	2.9144e-14
6890.2080	2.9722e-12	2.4105e-14
6891.4580	2.9572e-12	2.2248e-14
6892.7080	2.9649e-12	1.7135e-14
6893.9580	2.9829e-12	2.2392e-14
6895.2080	2.9691e-12	2.3616e-14
6896.4580	2.9534e-12	1.7097e-14
6897.7080	2.9898e-12	2.8641e-14
6898.9580	2.9980e-12	2.8418e-14
6900.2080	2.9554e-12	2.1480e-14
6901.4580	2.9680e-12	2.1544e-14
6902.7080	3.0215e-12	2.5522e-14
6903.9580	2.9937e-12	2.1949e-14
6905.2080	2.9096e-12	2.1982e-14
6906.4580	2.9259e-12	2.3118e-14
6907.7080	2.9636e-12	1.6672e-14
6908.9580	2.9635e-12	1.2766e-14
6910.2080	2.9559e-12	3.1888e-14
6911.4580	2.9769e-12	3.0093e-14
6912.7080	2.9427e-12	2.0254e-14
6913.9580	2.9422e-12	2.3675e-14
6915.2080	2.9054e-12	2.5168e-14
6916.4580	2.9401e-12	2.0095e-14
6917.7080	2.9619e-12	1.8139e-14
6918.9580	2.9499e-12	2.6961e-14
6920.2080	2.9280e-12	2.6528e-14
6921.4580	2.9474e-12	2.4003e-14
6922.7080	2.9475e-12	2.1217e-14
6923.9580	2.9519e-12	2.1951e-14
6925.2080	2.9299e-12	2.5630e-14
6926.4580	2.9440e-12	2.3721e-14
6927.7080	2.9493e-12	2.2573e-14
6928.9580	2.9455e-12	2.2824e-14
6930.2080	2.9446e-12	2.2046e-14
6931.4580	2.9472e-12	2.3198e-14
6932.7080	2.9507e-12	2.1723e-14
6933.9580	2.9576e-12	2.1162e-14
6935.2080	2.9487e-12	2.3308e-14
6936.4580	2.9375e-12	2.4140e-14
6937.7080	2.9447e-12	2.1193e-14
6938.9580	2.9471e-12	2.0074e-14
6940.2080	2.9458e-12	2.3986e-14
6941.4580	2.9313e-12	2.4421e-14
6942.7080	2.9263e-12	2.2519e-14
6943.9580	2.9067e-12	2.3141e-14
6945.2080	2.9134e-12	2.0734e-14
6946.4580	2.9346e-12	2.0912e-14
6947.7080	2.9351e-12	2.1713e-14
6948.9580	2.9185e-12	2.3409e-14
6950.2080	2.8955e-12	2.3256e-14
6951.4580	2.8992e-12	2.3688e-14
6952.7080	2.9102e-12	2.2630e-14
6953.9580	2.9138e-12	2.4429e-14
6955.2080	2.9244e-12	2.3797e-14
6956.4580	2.9254e-12	2.3674e-14
6957.7080	2.9150e-12	2.3769e-14
6958.9580	2.9135e-12	2.1076e-14
6960.2080	2.9181e-12	2.3982e-14
6961.4580	2.9238e-12	2.5986e-14
6962.7080	2.9213e-12	2.4738e-14
6963.9580	2.9191e-12	2.5798e-14
6965.2080	2.9139e-12	2.1432e-14
6966.4580	2.9154e-12	2.2274e-14
6967.7080	2.9209e-12	2.5126e-14
6968.9580	2.9215e-12	2.3500e-14
6970.2080	2.9212e-12	2.2953e-14
6971.4580	2.9155e-12	2.3378e-14
6972.7080	2.9087e-12	2.5296e-14
6973.9580	2.8890e-12	2.2631e-14
6975.2080	2.8556e-12	2.3211e-14
6976.4580	2.8389e-12	2.1787e-14
6977.7080	2.8355e-12	2.0014e-14
6978.9580	2.8580e-12	2.3137e-14
6980.2080	2.8872e-12	2.3159e-14
6981.4580	2.8974e-12	2.2565e-14
6982.7080	2.9004e-12	2.2263e-14
6983.9580	2.8941e-12	2.3969e-14
6985.2080	2.8882e-12	2.1743e-14
6986.4580	2.8887e-12	2.3094e-14
6987.7080	2.8925e-12	2.3398e-14
6988.9580	2.8966e-12	2.1420e-14
6990.2080	2.8937e-12	2.3410e-14
6991.4580	2.8853e-12	2.2678e-14
6992.7080	2.8762e-12	2.3234e-14
6993.9580	2.8810e-12	2.3276e-14
6995.2080	2.8856e-12	2.3548e-14
6996.4580	2.8778e-12	2.2336e-14
6997.7080	2.8375e-12	2.3058e-14
6998.9580	2.8253e-12	2.3684e-14
7000.2080	2.8502e-12	2.4118e-14
7001.4580	2.8415e-12	2.2216e-14
7002.7080	2.8095e-12	2.2039e-14
7003.9580	2.7836e-12	2.2247e-14
7005.2080	2.7930e-12	2.3022e-14
7006.4580	2.8381e-12	2.2582e-14
7007.7080	2.8714e-12	2.3754e-14
7008.9580	2.8775e-12	2.4490e-14
7010.2080	2.8589e-12	2.1855e-14
7011.4580	2.8414e-12	2.4218e-14
7012.7080	2.8500e-12	2.1869e-14
7013.9580	2.8499e-12	2.3399e-14
7015.2080	2.8057e-12	2.4162e-14
7016.4580	2.7970e-12	2.4979e-14
7017.7080	2.8409e-12	2.1413e-14
7018.9580	2.8664e-12	2.4224e-14
7020.2080	2.8580e-12	2.2037e-14
7021.4580	2.8247e-12	2.4427e-14
7022.7080	2.7950e-12	2.3818e-14
7023.9580	2.8123e-12	2.3511e-14
7025.2080	2.8430e-12	2.3647e-14
7026.4580	2.8553e-12	2.2083e-14
7027.7080	2.8493e-12	2.3469e-14
7028.9580	2.8391e-12	2.4272e-14
7030.2080	2.8398e-12	2.2477e-14
7031.4580	2.8436e-12	2.2413e-14
7032.7080	2.8223e-12	2.5517e-14
7033.9580	2.7980e-12	2.4710e-14
7035.2080	2.8187e-12	2.1776e-14
7036.4580	2.8210e-12	2.2591e-14
7037.7080	2.8114e-12	2.4011e-14
7038.9580	2.8346e-12	2.2008e-14
7040.2080	2.8392e-12	2.2149e-14
7041.4580	2.8349e-12	2.0727e-14
7042.7080	2.8408e-12	2.3002e-14
7043.9580	2.8428e-12	2.2093e-14
7045.2080	2.8477e-12	2.2264e-14
7046.4580	2.8542e-12	2.2973e-14
7047.7080	2.8526e-12	2.2306e-14
7048.9580	2.8480e-12	2.1872e-14
7050.2080	2.8461e-12	2.1479e-14
7051.4580	2.8389e-12	2.3032e-14
7052.7080	2.8341e-12	2.3034e-14
7053.9580	2.8186e-12	2.2648e-14
7055.2080	2.8051e-12	2.3556e-14
7056.4580	2.8171e-12	2.1680e-14
7057.7080	2.8282e-12	2.3878e-14
7058.9580	2.8288e-12	2.3896e-14
7060.2080	2.8238e-12	2.3863e-14
7061.4580	2.8164e-12	2.2629e-14
7062.7080	2.8175e-12	2.3283e-14
7063.9580	2.8190e-12	2.3580e-14
7065.2080	2.8029e-12	2.3659e-14
7066.4580	2.7838e-12	2.2476e-14
7067.7080	2.7915e-12	2.4572e-14
7068.9580	2.8177e-12	2.2422e-14
7070.2080	2.8202e-12	2.3578e-14
7071.4580	2.8193e-12	2.2672e-14
7072.7080	2.8231e-12	2.2148e-14
7073.9580	2.8215e-12	2.3422e-14
7075.2080	2.8120e-12	2.1008e-14
7076.4580	2.8101e-12	2.2479e-14
7077.7080	2.8190e-12	2.2714e-14
7078.9580	2.8243e-12	2.4716e-14
7080.2080	2.8210e-12	2.3041e-14
7081.4580	2.8064e-12	2.3717e-14
7082.7080	2.7788e-12	2.3934e-14
7083.9580	2.7721e-12	2.1713e-14
7085.2080	2.7835e-12	2.2705e-14
7086.4580	2.7933e-12	2.4450e-14
7087.7080	2.7936e-12	2.4828e-14
7088.9580	2.7806e-12	2.3856e-14
7090.2080	2.7784e-12	2.3499e-14
7091.4580	2.7950e-12	2.1607e-14
7092.7080	2.7987e-12	2.2737e-14
7093.9580	2.7939e-12	2.2525e-14
7095.2080	2.7906e-12	2.2987e-14
7096.4580	2.7945e-12	2.1979e-14
7097.7080	2.8009e-12	2.1554e-14
7098.9580	2.7983e-12	2.3243e-14
7100.2080	2.7983e-12	2.3215e-14
7101.4580	2.8060e-12	2.3087e-14
7102.7080	2.8077e-12	2.2963e-14
7103.9580	2.8049e-12	2.3003e-14
7105.2080	2.8023e-12	2.2676e-14
7106.4580	2.7945e-12	2.3343e-14
7107.7080	2.7878e-12	2.3335e-14
7108.9580	2.7818e-12	2.2314e-14
7110.2080	2.7603e-12	2.1976e-14
7111.4580	2.7414e-12	2.4161e-14
7112.7080	2.7439e-12	2.3538e-14
7113.9580	2.7482e-12	2.2994e-14
7115.2080	2.7436e-12	2.2375e-14
7116.4580	2.7492e-12	2.4731e-14
7117.7080	2.7597e-12	2.0903e-14
7118.9580	2.7527e-12	2.2648e-14
7120.2080	2.6958e-12	2.2280e-14
