lambda	Flux	e_Flux
6334.6500	1.2504e-10	3.1524e-12
6335.9000	1.1666e-10	2.8726e-12
6337.1500	1.1144e-10	2.5935e-12
6338.4000	1.1781e-10	2.9791e-12
6339.6500	1.2223e-10	3.0397e-12
6340.9000	1.2432e-10	3.0004e-12
6342.1500	1.2622e-10	3.1371e-12
6343.4000	1.2328e-10	3.1513e-12
6344.6500	1.1603e-10	2.8207e-12
6345.9000	1.1286e-10	2.7059e-12
6347.1500	1.1849e-10	2.9399e-12
6348.4000	1.2386e-10	3.1599e-12
6349.6500	1.2505e-10	3.0640e-12
6350.9000	1.2498e-10	3.1168e-12
6352.1500	1.2445e-10	3.0883e-12
6353.4000	1.2297e-10	3.1113e-12
6354.6500	1.1947e-10	3.0295e-12
6355.9000	1.1626e-10	2.7477e-12
6357.1500	1.1745e-10	2.9513e-12
6358.4000	1.1477e-10	2.9844e-12
6359.6500	1.0780e-10	2.6614e-12
6360.9000	1.0695e-10	2.6194e-12
6362.1500	1.0914e-10	2.8235e-12
6363.4000	1.0897e-10	2.6697e-12
6364.6500	1.0971e-10	2.6430e-12
6365.9000	1.1313e-10	2.7979e-12
6367.1500	1.1684e-10	2.8330e-12
6368.4000	1.2288e-10	3.1257e-12
6369.6500	1.2742e-10	3.2528e-12
6370.9000	1.2678e-10	3.1328e-12
6372.1500	1.2651e-10	3.1321e-12
6373.4000	1.2895e-10	3.2438e-12
6374.6500	1.3018e-10	3.2211e-12
6375.9000	1.2969e-10	3.1675e-12
6377.1500	1.3015e-10	3.2434e-12
6378.4000	1.2759e-10	3.2658e-12
6379.6500	1.2164e-10	3.0862e-12
6380.9000	1.2105e-10	3.0618e-12
6382.1500	1.2407e-10	3.0498e-12
6383.4000	1.2743e-10	3.1772e-12
6384.6500	1.2761e-10	3.2293e-12
6385.9000	1.2491e-10	3.1052e-12
6387.1500	1.2579e-10	3.1549e-12
6388.4000	1.2693e-10	3.1812e-12
6389.6500	1.2705e-10	3.1445e-12
6390.9000	1.2721e-10	3.1864e-12
6392.1500	1.2643e-10	3.1733e-12
6393.4000	1.2054e-10	3.0118e-12
6394.6500	1.1619e-10	2.9535e-12
6395.9000	1.2148e-10	3.1353e-12
6397.1500	1.2831e-10	3.1859e-12
6398.4000	1.3163e-10	3.3563e-12
6399.6500	1.2748e-10	3.2007e-12
6400.9000	1.1770e-10	2.8238e-12
6402.1500	1.2109e-10	3.1404e-12
6403.4000	1.3140e-10	3.2622e-12
6404.6500	1.3421e-10	3.3271e-12
6405.9000	1.3329e-10	3.2353e-12
6407.1500	1.3082e-10	3.2164e-12
6408.4000	1.2760e-10	3.2028e-12
6409.6500	1.2885e-10	3.1912e-12
6410.9000	1.3202e-10	3.3285e-12
6412.1500	1.2746e-10	3.1248e-12
6413.4000	1.2198e-10	3.0160e-12
6414.6500	1.2253e-10	2.9693e-12
6415.9000	1.2666e-10	3.1296e-12
6417.1500	1.2942e-10	3.2286e-12
6418.4000	1.2835e-10	3.1780e-12
6419.6500	1.2488e-10	3.0385e-12
6420.9000	1.1996e-10	3.0021e-12
6422.1500	1.1715e-10	2.9785e-12
6423.4000	1.2346e-10	3.1730e-12
6424.6500	1.2966e-10	3.1789e-12
6425.9000	1.2950e-10	3.1690e-12
6427.1500	1.3032e-10	3.2683e-12
6428.4000	1.3131e-10	3.2535e-12
6429.6500	1.2907e-10	3.2278e-12
6430.9000	1.2075e-10	3.0030e-12
6432.1500	1.1714e-10	2.9883e-12
6433.4000	1.2419e-10	3.0627e-12
6434.6500	1.2865e-10	3.1813e-12
6435.9000	1.2815e-10	3.2096e-12
6437.1500	1.3011e-10	3.3159e-12
6438.4000	1.3004e-10	3.2691e-12
6439.6500	1.2408e-10	3.1528e-12
6440.9000	1.2647e-10	3.1447e-12
6442.1500	1.3477e-10	3.3289e-12
6443.4000	1.3727e-10	3.3723e-12
6444.6500	1.3736e-10	3.3944e-12
6445.9000	1.3640e-10	3.4814e-12
6447.1500	1.3562e-10	3.3467e-12
6448.4000	1.3196e-10	3.3675e-12
6449.6500	1.2050e-10	3.1143e-12
6450.9000	1.0996e-10	2.8035e-12
6452.1500	1.1460e-10	2.7793e-12
6453.4000	1.2513e-10	3.0393e-12
6454.6500	1.3099e-10	3.2036e-12
6455.9000	1.2997e-10	3.3062e-12
6457.1500	1.2919e-10	3.2613e-12
6458.4000	1.3416e-10	3.3686e-12
6459.6500	1.3751e-10	3.4179e-12
6460.9000	1.3826e-10	3.4007e-12
6462.1500	1.3306e-10	3.4209e-12
6463.4000	1.2264e-10	3.1514e-12
6464.6500	1.2374e-10	3.0067e-12
6465.9000	1.3205e-10	3.2282e-12
6467.1500	1.3467e-10	3.3165e-12
6468.4000	1.3579e-10	3.3572e-12
6469.6500	1.3576e-10	3.3227e-12
6470.9000	1.3429e-10	3.2935e-12
6472.1500	1.3188e-10	3.2229e-12
6473.4000	1.3159e-10	3.2174e-12
6474.6500	1.3031e-10	3.2119e-12
6475.9000	1.2642e-10	3.2159e-12
6477.1500	1.2953e-10	3.2170e-12
6478.4000	1.3410e-10	3.3252e-12
6479.6500	1.3385e-10	3.3904e-12
6480.9000	1.3179e-10	3.3238e-12
6482.1500	1.2581e-10	3.2624e-12
6483.4000	1.1955e-10	3.0005e-12
6484.6500	1.2102e-10	3.0085e-12
6485.9000	1.2555e-10	3.1398e-12
6487.1500	1.2840e-10	3.2332e-12
6488.4000	1.2964e-10	3.1926e-12
6489.6500	1.2890e-10	3.1914e-12
6490.9000	1.2588e-10	3.1553e-12
6492.1500	1.2460e-10	3.1210e-12
6493.4000	1.2423e-10	3.1282e-12
6494.6500	1.1576e-10	2.9924e-12
6495.9000	1.0736e-10	2.6871e-12
6497.1500	1.0722e-10	2.6543e-12
6498.4000	1.1002e-10	2.8189e-12
6499.6500	1.1167e-10	2.7796e-12
6500.9000	1.1537e-10	2.8483e-12
6502.1500	1.2171e-10	2.9800e-12
6503.4000	1.2598e-10	3.1417e-12
6504.6500	1.2696e-10	3.2382e-12
6505.9000	1.2763e-10	3.2339e-12
6507.1500	1.2987e-10	3.2307e-12
6508.4000	1.2642e-10	3.2720e-12
6509.6500	1.2312e-10	3.0150e-12
6510.9000	1.2759e-10	3.1561e-12
6512.1500	1.3146e-10	3.2797e-12
6513.4000	1.3057e-10	3.3314e-12
6514.6500	1.3018e-10	3.2268e-12
6515.9000	1.2975e-10	3.2399e-12
6517.1500	1.2922e-10	3.1556e-12
6518.4000	1.2781e-10	3.2346e-12
6519.6500	1.2645e-10	3.1415e-12
6520.9000	1.2993e-10	3.2350e-12
6522.1500	1.3345e-10	3.3788e-12
6523.4000	1.3380e-10	3.3448e-12
6524.6500	1.3427e-10	3.3145e-12
6525.9000	1.3488e-10	3.4353e-12
6527.1500	1.3273e-10	3.3695e-12
6528.4000	1.3164e-10	3.2326e-12
6529.6500	1.3453e-10	3.3019e-12
6530.9000	1.3543e-10	3.4469e-12
6532.1500	1.3222e-10	3.3105e-12
6533.4000	1.3037e-10	3.1737e-12
6534.6500	1.3304e-10	3.3347e-12
6535.9000	1.3710e-10	3.4054e-12
6537.1500	1.3842e-10	3.5024e-12
6538.4000	1.3572e-10	3.3723e-12
6539.6500	1.3621e-10	3.3906e-12
6540.9000	1.4009e-10	3.5091e-12
6542.1500	1.3999e-10	3.5805e-12
6543.4000	1.3494e-10	3.4496e-12
6544.6500	1.2982e-10	3.2654e-12
6545.9000	1.2837e-10	3.2220e-12
6547.1500	1.2576e-10	3.1598e-12
6548.4000	1.2821e-10	3.1145e-12
6549.6500	1.3221e-10	3.3665e-12
6550.9000	1.3016e-10	3.3104e-12
6552.1500	1.2641e-10	3.0999e-12
6553.4000	1.2733e-10	3.3173e-12
6554.6500	1.2615e-10	3.2622e-12
6555.9000	1.2107e-10	2.9755e-12
6557.1500	1.2122e-10	2.9973e-12
6558.4000	1.2631e-10	3.1726e-12
6559.6500	1.3080e-10	3.3144e-12
6560.9000	1.3237e-10	3.3054e-12
6562.1500	1.2331e-10	3.4483e-12
6563.4000	9.4837e-11	2.2306e-12
6564.6500	9.4800e-11	2.0130e-12
6565.9000	1.2094e-10	3.2521e-12
6567.1500	1.2984e-10	3.2098e-12
6568.4000	1.3222e-10	3.3525e-12
6569.6500	1.3006e-10	3.2069e-12
6570.9000	1.2911e-10	3.1455e-12
6572.1500	1.3024e-10	3.3867e-12
6573.4000	1.2306e-10	3.0763e-12
6574.6500	1.1821e-10	2.8371e-12
6575.9000	1.2165e-10	2.9964e-12
6577.1500	1.2818e-10	3.2329e-12
6578.4000	1.3195e-10	3.3428e-12
6579.6500	1.3048e-10	3.2799e-12
6580.9000	1.2711e-10	3.1379e-12
6582.1500	1.2500e-10	3.0662e-12
6583.4000	1.2953e-10	3.2999e-12
6584.6500	1.3386e-10	3.3762e-12
6585.9000	1.3258e-10	3.3498e-12
6587.1500	1.3082e-10	3.1742e-12
6588.4000	1.3386e-10	3.3999e-12
6589.6500	1.3650e-10	3.4636e-12
6590.9000	1.3573e-10	3.3758e-12
6592.1500	1.3190e-10	3.3619e-12
6593.4000	1.2270e-10	3.0228e-12
6594.6500	1.1836e-10	2.9232e-12
6595.9000	1.2525e-10	3.2041e-12
6597.1500	1.3136e-10	3.4016e-12
6598.4000	1.2953e-10	3.3536e-12
6599.6500	1.2429e-10	3.0938e-12
6600.9000	1.2685e-10	3.1708e-12
6602.1500	1.3336e-10	3.3977e-12
6603.4000	1.3447e-10	3.3346e-12
6604.6500	1.3236e-10	3.2317e-12
6605.9000	1.2765e-10	3.1440e-12
6607.1500	1.2506e-10	3.1366e-12
6608.4000	1.2430e-10	3.1628e-12
6609.6500	1.2124e-10	2.9773e-12
6610.9000	1.2338e-10	3.1410e-12
6612.1500	1.3140e-10	3.4341e-12
6613.4000	1.3256e-10	3.4024e-12
6614.6500	1.2885e-10	3.1455e-12
6615.9000	1.3065e-10	3.2498e-12
6617.1500	1.3366e-10	3.3218e-12
6618.4000	1.3277e-10	3.2785e-12
6619.6500	1.3138e-10	3.2638e-12
6620.9000	1.3200e-10	3.2697e-12
6622.1500	1.3274e-10	3.3707e-12
6623.4000	1.3067e-10	3.2274e-12
6624.6500	1.2524e-10	3.0288e-12
6625.9000	1.2013e-10	2.9806e-12
6627.1500	1.2271e-10	3.1254e-12
6628.4000	1.2750e-10	3.1588e-12
6629.6500	1.2774e-10	3.1988e-12
6630.9000	1.2634e-10	3.1971e-12
6632.1500	1.2666e-10	3.2023e-12
6633.4000	1.2596e-10	3.1811e-12
6634.6500	1.2415e-10	3.1182e-12
6635.9000	1.2499e-10	3.1333e-12
6637.1500	1.2718e-10	3.1727e-12
6638.4000	1.2886e-10	3.2236e-12
6639.6500	1.2914e-10	3.1689e-12
6640.9000	1.2879e-10	3.1108e-12
6642.1500	1.3029e-10	3.3076e-12
6643.4000	1.2877e-10	3.1241e-12
6644.6500	1.2407e-10	3.0797e-12
6645.9000	1.2577e-10	3.2413e-12
6647.1500	1.2887e-10	3.2759e-12
6648.4000	1.2777e-10	3.1703e-12
6649.6500	1.2747e-10	3.1326e-12
6650.9000	1.2572e-10	3.1717e-12
6652.1500	1.1956e-10	2.9968e-12
6653.4000	1.1754e-10	2.9402e-12
6654.6500	1.2055e-10	2.9434e-12
6655.9000	1.2210e-10	3.0289e-12
6657.1500	1.2133e-10	3.0850e-12
6658.4000	1.2083e-10	3.0294e-12
6659.6500	1.2201e-10	3.0866e-12
6660.9000	1.2239e-10	3.0613e-12
6662.1500	1.2166e-10	3.0436e-12
6663.4000	1.1890e-10	2.9215e-12
6664.6500	1.1700e-10	2.8492e-12
6665.9000	1.1962e-10	3.0066e-12
6667.1500	1.1960e-10	2.9529e-12
6668.4000	1.1884e-10	2.9835e-12
6669.6500	1.2244e-10	3.0878e-12
6670.9000	1.2668e-10	3.2022e-12
6672.1500	1.2866e-10	3.1665e-12
6673.4000	1.2875e-10	3.2010e-12
6674.6500	1.2805e-10	3.2664e-12
6675.9000	1.2775e-10	3.1725e-12
6677.1500	1.2570e-10	3.0311e-12
6678.4000	1.1744e-10	2.9624e-12
6679.6500	1.1378e-10	2.8887e-12
6680.9000	1.1696e-10	2.9251e-12
6682.1500	1.1388e-10	2.8065e-12
6683.4000	1.1258e-10	2.8792e-12
6684.6500	1.1668e-10	2.9186e-12
6685.9000	1.1854e-10	2.8824e-12
6687.1500	1.1779e-10	2.8917e-12
6688.4000	1.1672e-10	2.9352e-12
6689.6500	1.1677e-10	2.9522e-12
6690.9000	1.1785e-10	2.9129e-12
6692.1500	1.1837e-10	3.0216e-12
6693.4000	1.1872e-10	2.9509e-12
6694.6500	1.1888e-10	3.0115e-12
6695.9000	1.1753e-10	2.9632e-12
6697.1500	1.1503e-10	2.9273e-12
6698.4000	1.1599e-10	2.9313e-12
6699.6500	1.1862e-10	2.9988e-12
6700.9000	1.2124e-10	3.0647e-12
6702.1500	1.2311e-10	3.0577e-12
6703.4000	1.2235e-10	3.0613e-12
6704.6500	1.2049e-10	3.0032e-12
6705.9000	1.1982e-10	2.9761e-12
6707.1500	1.2103e-10	3.0753e-12
6708.4000	1.2298e-10	3.1339e-12
6709.6500	1.2348e-10	3.1361e-12
6710.9000	1.2106e-10	3.0217e-12
6712.1500	1.2039e-10	2.9748e-12
6713.4000	1.2111e-10	3.0284e-12
6714.6500	1.1692e-10	2.9661e-12
6715.9000	1.1020e-10	2.7861e-12
6717.1500	1.0657e-10	2.6452e-12
6718.4000	1.0339e-10	2.6815e-12
6719.6500	1.0451e-10	2.6094e-12
6720.9000	1.0942e-10	2.6527e-12
6722.1500	1.1094e-10	2.7521e-12
6723.4000	1.1106e-10	2.7784e-12
6724.6500	1.1166e-10	2.7781e-12
6725.9000	1.1145e-10	2.8107e-12
6727.1500	1.1094e-10	2.7904e-12
6728.4000	1.1249e-10	2.8192e-12
6729.6500	1.1439e-10	2.8147e-12
6730.9000	1.1471e-10	2.7807e-12
6732.1500	1.1491e-10	2.9012e-12
6733.4000	1.1504e-10	2.8880e-12
6734.6500	1.1525e-10	2.8573e-12
6735.9000	1.1577e-10	2.9247e-12
6737.1500	1.1645e-10	2.8713e-12
6738.4000	1.1624e-10	2.8728e-12
6739.6500	1.1354e-10	2.8419e-12
6740.9000	1.1266e-10	2.7736e-12
6742.1500	1.1534e-10	2.8696e-12
6743.4000	1.1340e-10	2.8850e-12
6744.6500	1.1213e-10	2.7174e-12
6745.9000	1.1517e-10	2.8026e-12
6747.1500	1.1440e-10	2.9564e-12
6748.4000	1.1029e-10	2.7645e-12
6749.6500	1.0767e-10	2.7059e-12
6750.9000	1.0851e-10	2.6206e-12
6752.1500	1.1061e-10	2.6868e-12
6753.4000	1.0713e-10	2.7721e-12
6754.6500	1.0651e-10	2.6236e-12
6755.9000	1.1248e-10	2.7335e-12
6757.1500	1.1559e-10	2.8205e-12
6758.4000	1.1757e-10	2.8172e-12
6759.6500	1.1833e-10	2.8654e-12
6760.9000	1.1864e-10	2.9554e-12
6762.1500	1.1849e-10	2.9717e-12
6763.4000	1.1728e-10	2.9325e-12
6764.6500	1.1838e-10	2.8043e-12
6765.9000	1.1894e-10	2.9569e-12
6767.1500	1.1510e-10	2.8987e-12
6768.4000	1.1356e-10	2.8382e-12
6769.6500	1.1773e-10	2.8017e-12
6770.9000	1.1879e-10	2.9508e-12
6772.1500	1.1696e-10	2.8975e-12
6773.4000	1.1932e-10	2.9441e-12
6774.6500	1.2288e-10	3.0096e-12
6775.9000	1.2450e-10	3.1186e-12
6777.1500	1.2550e-10	3.0852e-12
6778.4000	1.2546e-10	3.0763e-12
6779.6500	1.2573e-10	3.1289e-12
6780.9000	1.2607e-10	3.1058e-12
6782.1500	1.2154e-10	2.9983e-12
6783.4000	1.1376e-10	2.8049e-12
6784.6500	1.0854e-10	2.7537e-12
6785.9000	1.0712e-10	2.6690e-12
6787.1500	1.0958e-10	2.6376e-12
6788.4000	1.1367e-10	2.7872e-12
6789.6500	1.1535e-10	2.8438e-12
6790.9000	1.1443e-10	2.9007e-12
6792.1500	1.1504e-10	2.7801e-12
6793.4000	1.1606e-10	2.8864e-12
6794.6500	1.1498e-10	2.8846e-12
6795.9000	1.1602e-10	2.8827e-12
6797.1500	1.1780e-10	2.9195e-12
6798.4000	1.1870e-10	2.9865e-12
6799.6500	1.1871e-10	2.9828e-12
6800.9000	1.2038e-10	2.9285e-12
6802.1500	1.2245e-10	2.9951e-12
6803.4000	1.2279e-10	3.0493e-12
6804.6500	1.2205e-10	3.0166e-12
6805.9000	1.2157e-10	2.9542e-12
6807.1500	1.2111e-10	2.9492e-12
6808.4000	1.2116e-10	3.0146e-12
6809.6500	1.2363e-10	3.0920e-12
6810.9000	1.2368e-10	3.0597e-12
6812.1500	1.2335e-10	2.9819e-12
6813.4000	1.2335e-10	2.9290e-12
6814.6500	1.2218e-10	3.0443e-12
6815.9000	1.1794e-10	2.9246e-12
6817.1500	1.1743e-10	2.8412e-12
6818.4000	1.2212e-10	3.0435e-12
6819.6500	1.2349e-10	3.0881e-12
6820.9000	1.2192e-10	2.9629e-12
6822.1500	1.2251e-10	2.9655e-12
6823.4000	1.2480e-10	3.0357e-12
6824.6500	1.2551e-10	3.0542e-12
6825.9000	1.2590e-10	2.9711e-12
6827.1500	1.2690e-10	3.1349e-12
6828.4000	1.2521e-10	3.0703e-12
6829.6500	1.2291e-10	2.9589e-12
6830.9000	1.2399e-10	3.0131e-12
6832.1500	1.2553e-10	2.9955e-12
6833.4000	1.2389e-10	3.0261e-12
6834.6500	1.2484e-10	2.9915e-12
6835.9000	1.2887e-10	3.0865e-12
6837.1500	1.2990e-10	3.1763e-12
6838.4000	1.2946e-10	3.0761e-12
6839.6500	1.2803e-10	3.0979e-12
6840.9000	1.2525e-10	3.0506e-12
6842.1500	1.2236e-10	2.9661e-12
6843.4000	1.2298e-10	2.9101e-12
6844.6500	1.2722e-10	2.9835e-12
6845.9000	1.3041e-10	3.1604e-12
6847.1500	1.3025e-10	3.1201e-12
6848.4000	1.2984e-10	3.0930e-12
6849.6500	1.2885e-10	3.1356e-12
6850.9000	1.2487e-10	3.0842e-12
6852.1500	1.2309e-10	2.9748e-12
6853.4000	1.2354e-10	2.9979e-12
6854.6500	1.2364e-10	2.9948e-12
6855.9000	1.2184e-10	2.9243e-12
6857.1500	1.2182e-10	2.9697e-12
6858.4000	1.2401e-10	3.1256e-12
6859.6500	1.2530e-10	3.0822e-12
6860.9000	1.2408e-10	3.0713e-12
6862.1500	1.1947e-10	2.8952e-12
6863.4000	1.2008e-10	2.8398e-12
6864.6500	1.2667e-10	3.0782e-12
6865.9000	1.2833e-10	3.0899e-12
6867.1500	1.2893e-10	3.1524e-12
6868.4000	1.2408e-10	2.9160e-12
6869.6500	1.2479e-10	2.9522e-12
6870.9000	1.3034e-10	3.2831e-12
6872.1500	1.3048e-10	3.2459e-12
6873.4000	1.2579e-10	2.9191e-12
6874.6500	1.2937e-10	3.4426e-12
6875.9000	1.2764e-10	3.2015e-12
6877.1500	1.2829e-10	3.1667e-12
6878.4000	1.3092e-10	3.1697e-12
6879.6500	1.3286e-10	3.1902e-12
6880.9000	1.3323e-10	3.3340e-12
6882.1500	1.2884e-10	3.1158e-12
6883.4000	1.2648e-10	2.9649e-12
6884.6500	1.2683e-10	2.9156e-12
6885.9000	1.3065e-10	3.4151e-12
6887.1500	1.2904e-10	3.1624e-12
6888.4000	1.3155e-10	3.1857e-12
6889.6500	1.3471e-10	3.2950e-12
6890.9000	1.3469e-10	3.1477e-12
6892.1500	1.3622e-10	3.1908e-12
6893.4000	1.3571e-10	3.4665e-12
6894.6500	1.3592e-10	3.2024e-12
6895.9000	1.3759e-10	3.2063e-12
6897.1500	1.3433e-10	3.3674e-12
6898.4000	1.3420e-10	3.2098e-12
6899.6500	1.3507e-10	3.1744e-12
6900.9000	1.3431e-10	3.3054e-12
6902.1500	1.3460e-10	3.2923e-12
6903.4000	1.3643e-10	3.2251e-12
6904.6500	1.3760e-10	3.2520e-12
6905.9000	1.3603e-10	3.2728e-12
6907.1500	1.3604e-10	3.2628e-12
6908.4000	1.4092e-10	3.4348e-12
6909.6500	1.3948e-10	3.2734e-12
6910.9000	1.4081e-10	3.2578e-12
6912.1500	1.3908e-10	3.2699e-12
6913.4000	1.3596e-10	3.2957e-12
6914.6500	1.3301e-10	3.0977e-12
6915.9000	1.3392e-10	3.2046e-12
6917.1500	1.3567e-10	3.1619e-12
6918.4000	1.3552e-10	3.1820e-12
6919.6500	1.3576e-10	3.2354e-12
6920.9000	1.3621e-10	3.1559e-12
6922.1500	1.3740e-10	3.2474e-12
6923.4000	1.3738e-10	3.3582e-12
6924.6500	1.3314e-10	3.2264e-12
6925.9000	1.2948e-10	3.0309e-12
6927.1500	1.3035e-10	3.0226e-12
6928.4000	1.3533e-10	3.1473e-12
6929.6500	1.3849e-10	3.2510e-12
6930.9000	1.3903e-10	3.2813e-12
6932.1500	1.3860e-10	3.2954e-12
6933.4000	1.3648e-10	3.2398e-12
6934.6500	1.3427e-10	3.1482e-12
6935.9000	1.3675e-10	3.2079e-12
6937.1500	1.3846e-10	3.2772e-12
6938.4000	1.3777e-10	3.2247e-12
6939.6500	1.3792e-10	3.2144e-12
6940.9000	1.4023e-10	3.3142e-12
6942.1500	1.4283e-10	3.3010e-12
6943.4000	1.4198e-10	3.3332e-12
6944.6500	1.3925e-10	3.2610e-12
6945.9000	1.3511e-10	3.1225e-12
6947.1500	1.3635e-10	3.1647e-12
6948.4000	1.4187e-10	3.3071e-12
6949.6500	1.4388e-10	3.3265e-12
6950.9000	1.4292e-10	3.3139e-12
6952.1500	1.4008e-10	3.2718e-12
6953.4000	1.3831e-10	3.2208e-12
6954.6500	1.3655e-10	3.1355e-12
6955.9000	1.3730e-10	3.1243e-12
6957.1500	1.4118e-10	3.2296e-12
6958.4000	1.4344e-10	3.3433e-12
6959.6500	1.4313e-10	3.2604e-12
6960.9000	1.4417e-10	3.4452e-12
6962.1500	1.4526e-10	3.4595e-12
6963.4000	1.4551e-10	3.3660e-12
6964.6500	1.4552e-10	3.3054e-12
6965.9000	1.4469e-10	3.3513e-12
6967.1500	1.4372e-10	3.3302e-12
6968.4000	1.4599e-10	3.3990e-12
6969.6500	1.4782e-10	3.4032e-12
6970.9000	1.4629e-10	3.3584e-12
6972.1500	1.4439e-10	3.2553e-12
6973.4000	1.4452e-10	3.4096e-12
6974.6500	1.4574e-10	3.4435e-12
6975.9000	1.4519e-10	3.4145e-12
6977.1500	1.4299e-10	3.3360e-12
6978.4000	1.3751e-10	3.2291e-12
6979.6500	1.2965e-10	2.9192e-12
6980.9000	1.3227e-10	3.0853e-12
6982.1500	1.4140e-10	3.3621e-12
6983.4000	1.4561e-10	3.3146e-12
6984.6500	1.4685e-10	3.3431e-12
6985.9000	1.4836e-10	3.3431e-12
6987.1500	1.4911e-10	3.4444e-12
6988.4000	1.4695e-10	3.4192e-12
6989.6500	1.4253e-10	3.3075e-12
6990.9000	1.3969e-10	3.2462e-12
6992.1500	1.4090e-10	3.2006e-12
6993.4000	1.4489e-10	3.2834e-12
6994.6500	1.4539e-10	3.3345e-12
6995.9000	1.4438e-10	3.3609e-12
6997.1500	1.4336e-10	3.2647e-12
6998.4000	1.4357e-10	3.2916e-12
6999.6500	1.4373e-10	3.3473e-12
7000.9000	1.4154e-10	3.2465e-12
7002.1500	1.4184e-10	3.1471e-12
7003.4000	1.4464e-10	3.2419e-12
7004.6500	1.4405e-10	3.2460e-12
7005.9000	1.4165e-10	3.1143e-12
7007.1500	1.4342e-10	3.2808e-12
7008.4000	1.4385e-10	3.2563e-12
7009.6500	1.4405e-10	3.1731e-12
7010.9000	1.4575e-10	3.2206e-12
7012.1500	1.4469e-10	3.3101e-12
7013.4000	1.4675e-10	3.2766e-12
7014.6500	1.4792e-10	3.3462e-12
7015.9000	1.4124e-10	3.2754e-12
7017.1500	1.3240e-10	2.9569e-12
7018.4000	1.3712e-10	3.0493e-12
7019.6500	1.4765e-10	3.3990e-12
7020.9000	1.4975e-10	3.3748e-12
7022.1500	1.4917e-10	3.3209e-12
7023.4000	1.4618e-10	3.2850e-12
7024.6500	1.4219e-10	3.2030e-12
7025.9000	1.4251e-10	3.2241e-12
7027.1500	1.4514e-10	3.2839e-12
7028.4000	1.4474e-10	3.3484e-12
7029.6500	1.4443e-10	3.2016e-12
7030.9000	1.4672e-10	3.2647e-12
7032.1500	1.4875e-10	3.3562e-12
7033.4000	1.4801e-10	3.3683e-12
7034.6500	1.4621e-10	3.2873e-12
7035.9000	1.4679e-10	3.3564e-12
7037.1500	1.4780e-10	3.3399e-12
7038.4000	1.4363e-10	3.2479e-12
7039.6500	1.3793e-10	3.0311e-12
7040.9000	1.4369e-10	3.2072e-12
7042.1500	1.5204e-10	3.5494e-12
7043.4000	1.5367e-10	3.4449e-12
7044.6500	1.5324e-10	3.4675e-12
7045.9000	1.5149e-10	3.3695e-12
7047.1500	1.5154e-10	3.3994e-12
7048.4000	1.5367e-10	3.3423e-12
7049.6500	1.5460e-10	3.4363e-12
7050.9000	1.5229e-10	3.3801e-12
7052.1500	1.4882e-10	3.3339e-12
7053.4000	1.4174e-10	3.1218e-12
7054.6500	1.2765e-10	2.8279e-12
7055.9000	1.1509e-10	2.4933e-12
7057.1500	1.1846e-10	2.6508e-12
7058.4000	1.2915e-10	2.9274e-12
7059.6500	1.3057e-10	2.9536e-12
7060.9000	1.2474e-10	2.7899e-12
7062.1500	1.2129e-10	2.7192e-12
7063.4000	1.2179e-10	2.7150e-12
7064.6500	1.2318e-10	2.7816e-12
7065.9000	1.2214e-10	2.7117e-12
7067.1500	1.2005e-10	2.7442e-12
7068.4000	1.2131e-10	2.7075e-12
7069.6500	1.2193e-10	2.6756e-12
7070.9000	1.2510e-10	2.7800e-12
7072.1500	1.3059e-10	2.8990e-12
7073.4000	1.3312e-10	2.9514e-12
7074.6500	1.3348e-10	2.9268e-12
7075.9000	1.3324e-10	2.8934e-12
7077.1500	1.3302e-10	2.9708e-12
7078.4000	1.3323e-10	2.9967e-12
7079.6500	1.3433e-10	2.9369e-12
7080.9000	1.3601e-10	3.0241e-12
7082.1500	1.3726e-10	3.1190e-12
7083.4000	1.3509e-10	2.9859e-12
7084.6500	1.2793e-10	2.8109e-12
7085.9000	1.2186e-10	2.6129e-12
7087.1500	1.2238e-10	2.7813e-12
7088.4000	1.1213e-10	2.4946e-12
7089.6500	1.0183e-10	2.2503e-12
7090.9000	1.0672e-10	2.3432e-12
7092.1500	1.1435e-10	2.5112e-12
7093.4000	1.1643e-10	2.5257e-12
7094.6500	1.1358e-10	2.5167e-12
7095.9000	1.1181e-10	2.4625e-12
7097.1500	1.1172e-10	2.5240e-12
7098.4000	1.1239e-10	2.4695e-12
7099.6500	1.1474e-10	2.5178e-12
7100.9000	1.1739e-10	2.6720e-12
7102.1500	1.1644e-10	2.5839e-12
7103.4000	1.1285e-10	2.4436e-12
7104.6500	1.1147e-10	2.3836e-12
7105.9000	1.1688e-10	2.5675e-12
7107.1500	1.2101e-10	2.7122e-12
7108.4000	1.2180e-10	2.6265e-12
7109.6500	1.2250e-10	2.6802e-12
7110.9000	1.1994e-10	2.6534e-12
7112.1500	1.1456e-10	2.5048e-12
7113.4000	1.1578e-10	2.5226e-12
7114.6500	1.2072e-10	2.7117e-12
7115.9000	1.2141e-10	2.5512e-12
7117.1500	1.2367e-10	2.6468e-12
7118.4000	1.2670e-10	2.7043e-12
7119.6500	1.2695e-10	2.7544e-12
7120.9000	1.2764e-10	2.7403e-12
7122.1500	1.2747e-10	2.7597e-12
7123.4000	1.2587e-10	2.6865e-12
7124.6500	1.2490e-10	2.7062e-12
7125.9000	1.1243e-10	2.5031e-12
7127.1500	9.5261e-11	2.0091e-12
