lambda	Flux	e_Flux
6335.3900	1.4583e-12	4.0630e-15
6336.6400	1.4691e-12	5.1364e-15
6337.8900	1.4828e-12	5.1394e-15
6339.1400	1.4906e-12	4.4683e-15
6340.3900	1.4939e-12	4.9127e-15
6341.6400	1.4897e-12	5.9511e-15
6342.8900	1.4833e-12	4.7862e-15
6344.1400	1.4842e-12	5.6250e-15
6345.3900	1.4802e-12	6.2395e-15
6346.6400	1.4786e-12	4.0895e-15
6347.8900	1.4872e-12	4.6060e-15
6349.1400	1.4903e-12	4.4746e-15
6350.3900	1.4913e-12	5.4527e-15
6351.6400	1.4906e-12	4.7347e-15
6352.8900	1.4859e-12	3.9984e-15
6354.1400	1.4816e-12	4.1320e-15
6355.3900	1.4843e-12	4.3473e-15
6356.6400	1.4844e-12	4.8680e-15
6357.8900	1.4795e-12	4.6159e-15
6359.1400	1.4787e-12	5.8343e-15
6360.3900	1.4775e-12	4.5934e-15
6361.6400	1.4741e-12	3.8625e-15
6362.8900	1.4779e-12	4.6169e-15
6364.1400	1.4819e-12	5.4453e-15
6365.3900	1.4841e-12	5.5192e-15
6366.6400	1.4852e-12	4.4395e-15
6367.8900	1.4837e-12	3.8922e-15
6369.1400	1.4791e-12	4.8250e-15
6370.3900	1.4758e-12	5.0180e-15
6371.6400	1.4790e-12	5.6139e-15
6372.8900	1.4837e-12	4.9099e-15
6374.1400	1.4834e-12	5.0537e-15
6375.3900	1.4824e-12	5.0771e-15
6376.6400	1.4815e-12	5.1116e-15
6377.8900	1.4798e-12	5.4779e-15
6379.1400	1.4763e-12	4.6401e-15
6380.3900	1.4767e-12	4.1835e-15
6381.6400	1.4786e-12	5.0501e-15
6382.8900	1.4781e-12	5.0323e-15
6384.1400	1.4773e-12	5.3506e-15
6385.3900	1.4781e-12	5.9134e-15
6386.6400	1.4775e-12	5.6231e-15
6387.8900	1.4773e-12	5.4357e-15
6389.1400	1.4764e-12	5.5829e-15
6390.3900	1.4735e-12	5.5960e-15
6391.6400	1.4538e-12	4.9067e-15
6392.8900	1.4346e-12	4.2757e-15
6394.1400	1.4528e-12	5.6054e-15
6395.3900	1.4721e-12	4.5668e-15
6396.6400	1.4716e-12	4.6415e-15
6397.8900	1.4509e-12	5.2268e-15
6399.1400	1.4241e-12	5.6523e-15
6400.3900	1.4406e-12	5.7595e-15
6401.6400	1.4663e-12	5.8697e-15
6402.8900	1.4691e-12	3.5571e-15
6404.1400	1.4667e-12	5.0959e-15
6405.3900	1.4595e-12	5.7195e-15
6406.6400	1.4440e-12	4.8550e-15
6407.8900	1.4465e-12	4.1257e-15
6409.1400	1.4539e-12	4.2701e-15
6410.3900	1.4361e-12	4.1373e-15
6411.6400	1.4384e-12	5.5024e-15
6412.8900	1.4549e-12	5.2297e-15
6414.1400	1.4551e-12	5.6423e-15
6415.3900	1.4527e-12	5.0462e-15
6416.6400	1.4541e-12	5.1614e-15
6417.8900	1.4519e-12	4.4472e-15
6419.1400	1.4358e-12	4.1358e-15
6420.3900	1.4245e-12	3.9343e-15
6421.6400	1.4393e-12	6.4059e-15
6422.8900	1.4574e-12	4.5083e-15
6424.1400	1.4582e-12	4.1493e-15
6425.3900	1.4588e-12	4.2878e-15
6426.6400	1.4575e-12	4.4974e-15
6427.8900	1.4542e-12	5.6308e-15
6429.1400	1.4350e-12	5.6665e-15
6430.3900	1.4234e-12	5.2171e-15
6431.6400	1.4365e-12	5.4789e-15
6432.8900	1.4482e-12	5.2738e-15
6434.1400	1.4536e-12	5.3199e-15
6435.3900	1.4536e-12	5.7077e-15
6436.6400	1.4371e-12	4.7037e-15
6437.8900	1.4011e-12	4.2325e-15
6439.1400	1.4089e-12	4.9327e-15
6440.3900	1.4453e-12	4.9844e-15
6441.6400	1.4528e-12	5.2310e-15
6442.8900	1.4523e-12	5.7051e-15
6444.1400	1.4531e-12	4.2458e-15
6445.3900	1.4523e-12	5.2963e-15
6446.6400	1.4483e-12	5.2174e-15
6447.8900	1.4296e-12	5.2548e-15
6449.1400	1.4124e-12	5.2592e-15
6450.3900	1.4310e-12	5.2141e-15
6451.6400	1.4470e-12	5.1472e-15
6452.8900	1.4459e-12	3.6900e-15
6454.1400	1.4326e-12	4.5946e-15
6455.3900	1.4194e-12	4.7867e-15
6456.6400	1.4306e-12	4.8482e-15
6457.8900	1.4453e-12	3.6463e-15
6459.1400	1.4450e-12	4.9006e-15
6460.3900	1.4207e-12	4.9111e-15
6461.6400	1.3859e-12	5.8190e-15
6462.8900	1.4041e-12	4.1972e-15
6464.1400	1.4390e-12	5.3475e-15
6465.3900	1.4434e-12	4.8384e-15
6466.6400	1.4438e-12	4.9106e-15
6467.8900	1.4397e-12	5.5765e-15
6469.1400	1.4346e-12	5.0043e-15
6470.3900	1.4187e-12	6.2723e-15
6471.6400	1.4226e-12	5.8224e-15
6472.8900	1.4377e-12	4.8247e-15
6474.1400	1.4387e-12	6.2844e-15
6475.3900	1.4372e-12	5.6238e-15
6476.6400	1.4387e-12	4.9108e-15
6477.8900	1.4408e-12	5.3455e-15
6479.1400	1.4392e-12	5.2219e-15
6480.3900	1.4329e-12	6.1769e-15
6481.6400	1.4282e-12	5.1698e-15
6482.8900	1.4334e-12	4.7802e-15
6484.1400	1.4361e-12	5.7940e-15
6485.3900	1.4344e-12	5.1566e-15
6486.6400	1.4354e-12	5.1576e-15
6487.8900	1.4356e-12	5.5474e-15
6489.1400	1.4314e-12	5.6879e-15
6490.3900	1.4231e-12	4.4682e-15
6491.6400	1.4038e-12	5.1923e-15
6492.8900	1.3670e-12	4.7606e-15
6494.1400	1.3498e-12	4.8795e-15
6495.3900	1.3592e-12	4.8803e-15
6496.6400	1.3816e-12	5.0871e-15
6497.8900	1.4008e-12	4.3045e-15
6499.1400	1.4039e-12	5.3327e-15
6500.3900	1.4172e-12	5.3482e-15
6501.6400	1.4249e-12	6.6584e-15
6502.8900	1.4254e-12	5.6055e-15
6504.1400	1.4232e-12	6.1503e-15
6505.3900	1.4242e-12	5.4447e-15
6506.6400	1.4232e-12	5.2178e-15
6507.8900	1.4211e-12	5.5867e-15
6509.1400	1.4205e-12	5.6636e-15
6510.3900	1.4199e-12	4.5893e-15
6511.6400	1.4200e-12	5.3009e-15
6512.8900	1.4172e-12	6.6462e-15
6514.1400	1.4104e-12	5.6836e-15
6515.3900	1.4041e-12	6.2731e-15
6516.6400	1.4039e-12	4.5403e-15
6517.8900	1.4043e-12	5.4752e-15
6519.1400	1.4088e-12	5.5894e-15
6520.3900	1.4091e-12	6.1724e-15
6521.6400	1.4096e-12	6.6514e-15
6522.8900	1.4098e-12	6.5451e-15
6524.1400	1.4078e-12	4.6705e-15
6525.3900	1.4005e-12	4.9769e-15
6526.6400	1.3968e-12	4.4202e-15
6527.8900	1.4017e-12	5.2832e-15
6529.1400	1.4030e-12	6.3928e-15
6530.3900	1.4021e-12	5.3100e-15
6531.6400	1.3990e-12	5.6892e-15
6532.8900	1.3958e-12	6.4951e-15
6534.1400	1.3954e-12	5.9957e-15
6535.3900	1.3945e-12	5.3826e-15
6536.6400	1.3933e-12	6.1248e-15
6537.8900	1.3897e-12	5.7430e-15
6539.1400	1.3889e-12	5.4106e-15
6540.3900	1.3853e-12	5.5275e-15
6541.6400	1.3837e-12	4.8514e-15
6542.8900	1.3806e-12	5.5730e-15
6544.1400	1.3660e-12	6.6459e-15
6545.3900	1.3475e-12	5.6519e-15
6546.6400	1.3548e-12	4.8067e-15
6547.8900	1.3618e-12	4.6602e-15
6549.1400	1.3579e-12	5.4501e-15
6550.3900	1.3503e-12	7.2165e-15
6551.6400	1.3415e-12	7.3318e-15
6552.8900	1.3274e-12	5.5683e-15
6554.1400	1.3068e-12	5.6118e-15
6555.3900	1.2880e-12	5.2371e-15
6556.6400	1.2647e-12	5.2350e-15
6557.8900	1.2227e-12	4.6212e-15
6559.1400	1.1494e-12	5.3575e-15
6560.3900	9.7394e-13	5.6865e-15
6561.6400	7.3878e-13	6.9981e-15
6562.8900	7.9918e-13	1.6141e-15
6564.1400	1.0539e-12	8.4908e-15
6565.3900	1.1837e-12	5.2194e-15
6566.6400	1.2388e-12	4.9155e-15
6567.8900	1.2653e-12	5.2287e-15
6569.1400	1.2893e-12	4.6441e-15
6570.3900	1.3100e-12	5.8876e-15
6571.6400	1.3220e-12	4.8364e-15
6572.8900	1.3287e-12	4.9000e-15
6574.1400	1.3338e-12	5.4636e-15
6575.3900	1.3427e-12	4.9660e-15
6576.6400	1.3517e-12	6.0097e-15
6577.8900	1.3553e-12	5.1238e-15
6579.1400	1.3556e-12	6.7632e-15
6580.3900	1.3575e-12	4.9578e-15
6581.6400	1.3579e-12	5.0770e-15
6582.8900	1.3607e-12	5.6196e-15
6584.1400	1.3622e-12	5.5400e-15
6585.3900	1.3609e-12	5.8715e-15
6586.6400	1.3631e-12	5.5910e-15
6587.8900	1.3659e-12	6.4003e-15
6589.1400	1.3668e-12	5.0779e-15
6590.3900	1.3613e-12	5.0693e-15
6591.6400	1.3367e-12	4.5188e-15
6592.8900	1.3318e-12	5.7684e-15
6594.1400	1.3553e-12	6.5868e-15
6595.3900	1.3659e-12	5.4193e-15
6596.6400	1.3659e-12	5.6797e-15
6597.8900	1.3652e-12	5.7019e-15
6599.1400	1.3674e-12	6.0727e-15
6600.3900	1.3686e-12	6.0579e-15
6601.6400	1.3688e-12	5.6130e-15
6602.8900	1.3648e-12	6.1126e-15
6604.1400	1.3616e-12	6.3126e-15
6605.3900	1.3650e-12	6.8470e-15
6606.6400	1.3639e-12	6.7759e-15
6607.8900	1.3601e-12	6.3194e-15
6609.1400	1.3639e-12	5.8178e-15
6610.3900	1.3674e-12	4.9930e-15
6611.6400	1.3672e-12	5.6257e-15
6612.8900	1.3667e-12	5.7241e-15
6614.1400	1.3677e-12	6.6330e-15
6615.3900	1.3674e-12	5.6277e-15
6616.6400	1.3668e-12	6.0333e-15
6617.8900	1.3667e-12	5.4207e-15
6619.1400	1.3668e-12	5.1821e-15
6620.3900	1.3668e-12	5.8447e-15
6621.6400	1.3669e-12	5.5110e-15
6622.8900	1.3663e-12	5.8672e-15
6624.1400	1.3650e-12	5.4784e-15
6625.3900	1.3652e-12	6.3734e-15
6626.6400	1.3633e-12	6.0786e-15
6627.8900	1.3648e-12	6.1594e-15
6629.1400	1.3654e-12	4.5587e-15
6630.3900	1.3635e-12	4.8194e-15
6631.6400	1.3594e-12	6.8421e-15
6632.8900	1.3529e-12	5.8120e-15
6634.1400	1.3553e-12	6.1666e-15
6635.3900	1.3629e-12	6.2577e-15
6636.6400	1.3651e-12	6.0212e-15
6637.8900	1.3650e-12	6.5246e-15
6639.1400	1.3645e-12	6.2384e-15
6640.3900	1.3656e-12	6.0834e-15
6641.6400	1.3588e-12	4.8912e-15
6642.8900	1.3504e-12	4.1855e-15
6644.1400	1.3574e-12	5.7346e-15
6645.3900	1.3645e-12	5.9580e-15
6646.6400	1.3659e-12	6.5897e-15
6647.8900	1.3664e-12	6.1493e-15
6649.1400	1.3667e-12	5.9018e-15
6650.3900	1.3667e-12	5.8370e-15
6651.6400	1.3661e-12	6.0768e-15
6652.8900	1.3656e-12	5.5354e-15
6654.1400	1.3653e-12	5.5622e-15
6655.3900	1.3657e-12	5.5864e-15
6656.6400	1.3669e-12	5.7331e-15
6657.8900	1.3662e-12	6.1651e-15
6659.1400	1.3648e-12	5.4325e-15
6660.3900	1.3635e-12	4.5777e-15
6661.6400	1.3551e-12	5.7965e-15
6662.8900	1.3523e-12	6.2295e-15
6664.1400	1.3585e-12	5.1587e-15
6665.3900	1.3636e-12	5.6087e-15
6666.6400	1.3630e-12	5.4810e-15
6667.8900	1.3633e-12	5.2352e-15
6669.1400	1.3647e-12	6.5362e-15
6670.3900	1.3654e-12	6.2322e-15
6671.6400	1.3656e-12	5.2965e-15
6672.8900	1.3650e-12	4.2593e-15
6674.1400	1.3657e-12	5.2162e-15
6675.3900	1.3578e-12	5.4103e-15
6676.6400	1.3360e-12	5.1979e-15
6677.8900	1.3364e-12	6.0422e-15
6679.1400	1.3559e-12	5.9296e-15
6680.3900	1.3639e-12	6.3801e-15
6681.6400	1.3643e-12	5.7804e-15
6682.8900	1.3651e-12	5.7613e-15
6684.1400	1.3655e-12	6.3710e-15
6685.3900	1.3661e-12	7.2851e-15
6686.6400	1.3658e-12	6.3473e-15
6687.8900	1.3645e-12	6.4875e-15
6689.1400	1.3642e-12	5.2711e-15
6690.3900	1.3648e-12	6.1370e-15
6691.6400	1.3636e-12	6.6864e-15
6692.8900	1.3630e-12	6.7007e-15
6694.1400	1.3613e-12	6.8062e-15
6695.3900	1.3589e-12	7.0612e-15
6696.6400	1.3610e-12	6.2861e-15
6697.8900	1.3617e-12	6.6000e-15
6699.1400	1.3621e-12	6.2423e-15
6700.3900	1.3628e-12	5.9363e-15
6701.6400	1.3612e-12	7.1809e-15
6702.8900	1.3588e-12	6.8654e-15
6704.1400	1.3575e-12	6.1763e-15
6705.3900	1.3598e-12	6.4712e-15
6706.6400	1.3621e-12	6.5522e-15
6707.8900	1.3610e-12	5.7496e-15
6709.1400	1.3614e-12	6.4295e-15
6710.3900	1.3609e-12	6.3303e-15
6711.6400	1.3596e-12	6.8660e-15
6712.8900	1.3584e-12	7.8286e-15
6714.1400	1.3574e-12	7.0099e-15
6715.3900	1.3496e-12	6.5902e-15
6716.6400	1.3330e-12	6.7779e-15
6717.8900	1.3396e-12	6.9803e-15
6719.1400	1.3551e-12	6.3442e-15
6720.3900	1.3539e-12	6.5692e-15
6721.6400	1.3545e-12	6.8722e-15
6722.8900	1.3587e-12	6.1868e-15
6724.1400	1.3583e-12	5.4111e-15
6725.3900	1.3570e-12	6.8906e-15
6726.6400	1.3586e-12	6.6195e-15
6727.8900	1.3583e-12	6.5489e-15
6729.1400	1.3590e-12	6.4379e-15
6730.3900	1.3589e-12	5.3433e-15
6731.6400	1.3580e-12	5.8918e-15
6732.8900	1.3580e-12	6.7702e-15
6734.1400	1.3578e-12	5.6092e-15
6735.3900	1.3584e-12	7.0920e-15
6736.6400	1.3566e-12	6.5440e-15
6737.8900	1.3559e-12	5.9104e-15
6739.1400	1.3567e-12	6.6551e-15
6740.3900	1.3560e-12	6.4994e-15
6741.6400	1.3536e-12	5.8572e-15
6742.8900	1.3534e-12	6.4802e-15
6744.1400	1.3554e-12	7.4225e-15
6745.3900	1.3546e-12	7.4640e-15
6746.6400	1.3540e-12	6.9873e-15
6747.8900	1.3482e-12	7.3630e-15
6749.1400	1.3430e-12	5.6836e-15
6750.3900	1.3475e-12	6.2214e-15
6751.6400	1.3517e-12	6.8609e-15
6752.8900	1.3539e-12	6.7349e-15
6754.1400	1.3528e-12	6.7825e-15
6755.3900	1.3511e-12	6.8141e-15
6756.6400	1.3497e-12	6.7945e-15
6757.8900	1.3525e-12	6.8485e-15
6759.1400	1.3521e-12	6.6994e-15
6760.3900	1.3511e-12	6.9159e-15
6761.6400	1.3509e-12	7.2107e-15
6762.8900	1.3521e-12	6.8278e-15
6764.1400	1.3510e-12	6.9164e-15
6765.3900	1.3465e-12	7.3358e-15
6766.6400	1.3368e-12	6.3212e-15
6767.8900	1.3397e-12	6.0687e-15
6769.1400	1.3474e-12	6.5254e-15
6770.3900	1.3464e-12	6.6411e-15
6771.6400	1.3454e-12	6.9794e-15
6772.8900	1.3460e-12	6.8627e-15
6774.1400	1.3473e-12	7.9015e-15
6775.3900	1.3471e-12	6.2834e-15
6776.6400	1.3472e-12	6.7979e-15
6777.8900	1.3475e-12	6.9750e-15
6779.1400	1.3469e-12	6.1039e-15
6780.3900	1.3447e-12	6.9370e-15
6781.6400	1.3443e-12	7.2402e-15
6782.8900	1.3430e-12	6.2836e-15
6784.1400	1.3425e-12	8.0930e-15
6785.3900	1.3415e-12	6.8908e-15
6786.6400	1.3422e-12	6.8613e-15
6787.8900	1.3435e-12	6.6641e-15
6789.1400	1.3433e-12	6.6043e-15
6790.3900	1.3434e-12	7.6375e-15
6791.6400	1.3424e-12	6.9828e-15
6792.8900	1.3410e-12	6.1201e-15
6794.1400	1.3401e-12	6.6601e-15
6795.3900	1.3384e-12	7.9313e-15
6796.6400	1.3383e-12	7.0294e-15
6797.8900	1.3388e-12	7.2545e-15
6799.1400	1.3380e-12	8.0194e-15
6800.3900	1.3396e-12	7.0795e-15
6801.6400	1.3386e-12	6.7904e-15
6802.8900	1.3373e-12	6.6068e-15
6804.1400	1.3371e-12	6.6814e-15
6805.3900	1.3367e-12	7.1073e-15
6806.6400	1.3360e-12	7.1497e-15
6807.8900	1.3362e-12	7.8161e-15
6809.1400	1.3335e-12	6.7583e-15
6810.3900	1.3334e-12	7.9951e-15
6811.6400	1.3345e-12	7.9571e-15
6812.8900	1.3344e-12	6.7905e-15
6814.1400	1.3346e-12	7.7855e-15
6815.3900	1.3345e-12	5.9468e-15
6816.6400	1.3349e-12	7.0344e-15
6817.8900	1.3338e-12	8.0857e-15
6819.1400	1.3318e-12	6.8833e-15
6820.3900	1.3304e-12	6.9951e-15
6821.6400	1.3331e-12	6.9053e-15
6822.8900	1.3333e-12	6.5383e-15
6824.1400	1.3317e-12	7.1297e-15
6825.3900	1.3317e-12	6.9843e-15
6826.6400	1.3276e-12	6.8370e-15
6827.8900	1.3241e-12	6.3215e-15
6829.1400	1.3277e-12	6.9338e-15
6830.3900	1.3296e-12	6.6961e-15
6831.6400	1.3298e-12	7.5784e-15
6832.8900	1.3283e-12	6.7432e-15
6834.1400	1.3277e-12	6.2828e-15
6835.3900	1.3269e-12	6.2570e-15
6836.6400	1.3232e-12	7.5546e-15
6837.8900	1.3192e-12	7.7526e-15
6839.1400	1.3179e-12	7.5778e-15
6840.3900	1.3134e-12	7.0622e-15
6841.6400	1.3117e-12	7.4099e-15
6842.8900	1.3153e-12	7.3592e-15
6844.1400	1.3191e-12	6.4921e-15
6845.3900	1.3222e-12	6.3931e-15
6846.6400	1.3218e-12	7.7892e-15
6847.8900	1.3194e-12	7.2316e-15
6849.1400	1.3205e-12	6.6556e-15
6850.3900	1.3217e-12	6.7894e-15
6851.6400	1.3206e-12	6.7910e-15
6852.8900	1.3170e-12	6.8321e-15
6854.1400	1.3094e-12	6.8935e-15
6855.3900	1.3108e-12	6.3935e-15
6856.6400	1.3135e-12	6.8250e-15
6857.8900	1.3134e-12	7.3548e-15
6859.1400	1.3144e-12	8.0295e-15
6860.3900	1.3138e-12	7.4983e-15
6861.6400	1.3127e-12	7.2826e-15
6862.8900	1.3143e-12	6.6627e-15
6864.1400	1.3164e-12	7.0502e-15
6865.3900	1.3165e-12	8.4156e-15
6866.6400	1.3201e-12	1.2380e-14
6867.8900	1.3225e-12	1.1364e-14
6869.1400	1.3037e-12	4.3743e-15
6870.3900	1.2720e-12	6.2418e-15
6871.6400	1.3104e-12	7.0616e-15
6872.8900	1.3162e-12	8.5740e-15
6874.1400	1.2714e-12	1.0521e-14
6875.3900	1.2970e-12	1.3226e-14
6876.6400	1.3203e-12	7.0265e-15
6877.8900	1.3043e-12	6.1380e-15
6879.1400	1.2863e-12	4.9565e-15
6880.3900	1.2758e-12	6.3257e-15
6881.6400	1.2902e-12	7.6415e-15
6882.8900	1.3104e-12	6.7523e-15
6884.1400	1.3085e-12	7.2542e-15
6885.3900	1.2934e-12	8.5466e-15
6886.6400	1.3140e-12	6.2430e-15
6887.8900	1.3009e-12	6.5921e-15
6889.1400	1.3069e-12	7.5454e-15
6890.3900	1.2864e-12	5.6920e-15
6891.6400	1.2859e-12	8.1282e-15
6892.8900	1.2886e-12	6.3222e-15
6894.1400	1.2954e-12	6.0257e-15
6895.3900	1.3023e-12	9.3672e-15
6896.6400	1.2928e-12	7.5114e-15
6897.8900	1.2988e-12	5.9224e-15
6899.1400	1.3107e-12	7.8247e-15
6900.3900	1.2949e-12	7.1924e-15
6901.6400	1.2947e-12	6.0586e-15
6902.8900	1.3199e-12	8.4018e-15
6904.1400	1.3154e-12	6.6003e-15
6905.3900	1.2746e-12	5.0776e-15
6906.6400	1.2753e-12	8.1940e-15
6907.8900	1.2909e-12	9.5055e-15
6909.1400	1.2861e-12	9.1320e-15
6910.3900	1.2921e-12	5.1844e-15
6911.6400	1.3008e-12	7.6040e-15
6912.8900	1.2966e-12	7.6478e-15
6914.1400	1.2955e-12	6.1165e-15
6915.3900	1.2760e-12	7.3609e-15
6916.6400	1.2894e-12	8.3703e-15
6917.8900	1.2962e-12	7.9921e-15
6919.1400	1.2910e-12	5.3126e-15
6920.3900	1.2806e-12	5.6156e-15
6921.6400	1.2910e-12	6.7451e-15
6922.8900	1.2921e-12	7.2612e-15
6924.1400	1.2927e-12	6.5913e-15
6925.3900	1.2815e-12	7.7642e-15
6926.6400	1.2885e-12	7.3215e-15
6927.8900	1.2922e-12	7.6596e-15
6929.1400	1.2887e-12	8.1946e-15
6930.3900	1.2874e-12	7.4833e-15
6931.6400	1.2908e-12	6.3381e-15
6932.8900	1.2901e-12	6.0266e-15
6934.1400	1.2916e-12	7.1032e-15
6935.3900	1.2899e-12	6.8285e-15
6936.6400	1.2866e-12	6.6931e-15
6937.8900	1.2882e-12	6.8978e-15
6939.1400	1.2892e-12	6.7387e-15
6940.3900	1.2897e-12	5.7523e-15
6941.6400	1.2859e-12	6.4480e-15
6942.8900	1.2822e-12	6.5071e-15
6944.1400	1.2762e-12	7.8668e-15
6945.3900	1.2792e-12	7.3200e-15
6946.6400	1.2877e-12	6.8636e-15
6947.8900	1.2865e-12	6.7210e-15
6949.1400	1.2828e-12	5.4668e-15
6950.3900	1.2805e-12	5.9854e-15
6951.6400	1.2824e-12	6.7198e-15
6952.8900	1.2836e-12	7.4267e-15
6954.1400	1.2843e-12	6.9387e-15
6955.3900	1.2841e-12	7.7097e-15
6956.6400	1.2843e-12	6.8780e-15
6957.8900	1.2804e-12	7.6558e-15
6959.1400	1.2801e-12	6.3421e-15
6960.3900	1.2808e-12	6.1654e-15
6961.6400	1.2816e-12	6.8905e-15
6962.8900	1.2803e-12	7.8735e-15
6964.1400	1.2784e-12	7.3725e-15
6965.3900	1.2784e-12	5.7418e-15
6966.6400	1.2806e-12	6.1788e-15
6967.8900	1.2820e-12	6.8451e-15
6969.1400	1.2814e-12	6.4057e-15
6970.3900	1.2806e-12	6.0012e-15
6971.6400	1.2801e-12	6.1679e-15
6972.8900	1.2791e-12	6.0605e-15
6974.1400	1.2759e-12	6.1704e-15
6975.3900	1.2690e-12	6.0924e-15
6976.6400	1.2636e-12	7.2034e-15
6977.8900	1.2596e-12	7.2430e-15
6979.1400	1.2657e-12	7.6737e-15
6980.3900	1.2752e-12	7.3894e-15
6981.6400	1.2766e-12	7.1284e-15
6982.8900	1.2767e-12	6.9793e-15
6984.1400	1.2758e-12	6.1852e-15
6985.3900	1.2759e-12	6.4280e-15
6986.6400	1.2749e-12	7.0233e-15
6987.8900	1.2734e-12	7.2036e-15
6989.1400	1.2751e-12	7.4428e-15
6990.3900	1.2727e-12	6.1461e-15
6991.6400	1.2720e-12	7.4679e-15
6992.8900	1.2724e-12	7.3539e-15
6994.1400	1.2721e-12	6.1189e-15
6995.3900	1.2713e-12	6.8705e-15
6996.6400	1.2709e-12	6.4520e-15
6997.8900	1.2664e-12	7.3480e-15
6999.1400	1.2637e-12	7.5996e-15
7000.3900	1.2667e-12	7.7898e-15
7001.6400	1.2639e-12	7.0141e-15
7002.8900	1.2587e-12	7.3092e-15
7004.1400	1.2538e-12	7.6473e-15
7005.3900	1.2545e-12	6.8922e-15
7006.6400	1.2634e-12	6.5087e-15
7007.8900	1.2681e-12	7.2730e-15
7009.1400	1.2685e-12	7.5255e-15
7010.3900	1.2657e-12	7.5725e-15
7011.6400	1.2628e-12	8.2178e-15
7012.8900	1.2654e-12	8.1310e-15
7014.1400	1.2634e-12	7.1655e-15
7015.3900	1.2538e-12	6.6661e-15
7016.6400	1.2540e-12	7.1217e-15
7017.8900	1.2611e-12	7.6229e-15
7019.1400	1.2664e-12	6.9529e-15
7020.3900	1.2656e-12	7.1477e-15
7021.6400	1.2608e-12	7.4338e-15
7022.8900	1.2575e-12	7.7100e-15
7024.1400	1.2603e-12	6.6483e-15
7025.3900	1.2653e-12	6.8884e-15
7026.6400	1.2654e-12	6.9053e-15
7027.8900	1.2657e-12	7.5803e-15
7029.1400	1.2639e-12	7.2147e-15
7030.3900	1.2661e-12	8.2709e-15
7031.6400	1.2652e-12	6.9431e-15
7032.8900	1.2597e-12	7.2238e-15
7034.1400	1.2540e-12	7.1106e-15
7035.3900	1.2573e-12	7.0847e-15
7036.6400	1.2580e-12	7.6828e-15
7037.8900	1.2575e-12	7.5322e-15
7039.1400	1.2603e-12	7.0259e-15
7040.3900	1.2648e-12	7.1579e-15
7041.6400	1.2640e-12	8.1759e-15
7042.8900	1.2621e-12	6.9400e-15
7044.1400	1.2628e-12	6.1159e-15
7045.3900	1.2634e-12	7.2891e-15
7046.6400	1.2634e-12	8.1299e-15
7047.8900	1.2635e-12	7.8599e-15
7049.1400	1.2628e-12	7.3430e-15
7050.3900	1.2617e-12	8.0777e-15
7051.6400	1.2610e-12	7.5094e-15
7052.8900	1.2590e-12	6.8160e-15
7054.1400	1.2564e-12	7.6775e-15
7055.3900	1.2576e-12	7.6508e-15
7056.6400	1.2597e-12	6.5405e-15
7057.8900	1.2590e-12	7.6504e-15
7059.1400	1.2556e-12	7.2552e-15
7060.3900	1.2566e-12	7.8841e-15
7061.6400	1.2584e-12	7.8493e-15
7062.8900	1.2583e-12	8.3023e-15
7064.1400	1.2583e-12	7.2997e-15
7065.3900	1.2579e-12	7.9744e-15
7066.6400	1.2545e-12	7.7280e-15
7067.8900	1.2518e-12	6.9311e-15
7069.1400	1.2563e-12	7.6754e-15
7070.3900	1.2575e-12	7.6643e-15
7071.6400	1.2558e-12	8.3079e-15
7072.8900	1.2581e-12	7.7418e-15
7074.1400	1.2581e-12	8.0065e-15
7075.3900	1.2582e-12	5.9469e-15
7076.6400	1.2582e-12	7.1215e-15
7077.8900	1.2571e-12	8.4111e-15
7079.1400	1.2565e-12	7.5526e-15
7080.3900	1.2571e-12	7.1542e-15
7081.6400	1.2544e-12	7.4141e-15
7082.8900	1.2495e-12	6.8150e-15
7084.1400	1.2474e-12	7.4469e-15
7085.3900	1.2507e-12	7.8793e-15
7086.6400	1.2532e-12	7.5766e-15
7087.8900	1.2512e-12	7.3912e-15
7089.1400	1.2486e-12	6.9767e-15
7090.3900	1.2492e-12	7.5527e-15
7091.6400	1.2533e-12	7.7179e-15
7092.8900	1.2531e-12	7.7350e-15
7094.1400	1.2524e-12	7.1172e-15
7095.3900	1.2516e-12	7.5646e-15
7096.6400	1.2515e-12	7.8086e-15
7097.8900	1.2536e-12	8.9169e-15
7099.1400	1.2530e-12	8.2466e-15
7100.3900	1.2520e-12	7.9717e-15
7101.6400	1.2525e-12	7.9316e-15
7102.8900	1.2523e-12	7.3332e-15
7104.1400	1.2526e-12	7.1565e-15
7105.3900	1.2522e-12	7.6248e-15
7106.6400	1.2513e-12	6.4121e-15
7107.8900	1.2505e-12	8.2137e-15
7109.1400	1.2495e-12	6.9673e-15
7110.3900	1.2472e-12	7.6467e-15
7111.6400	1.2456e-12	8.0809e-15
7112.8900	1.2471e-12	8.5328e-15
7114.1400	1.2477e-12	7.9825e-15
7115.3900	1.2474e-12	8.4283e-15
7116.6400	1.2466e-12	7.7558e-15
7117.8900	1.2466e-12	6.8538e-15
7119.1400	1.2456e-12	7.2241e-15
7120.3900	1.2353e-12	7.3961e-15
7121.6400	1.2296e-12	8.0433e-15
7122.8900	1.2412e-12	7.1830e-15
7124.1400	1.2470e-12	7.6496e-15
7125.3900	1.2457e-12	8.4634e-15
7126.6400	1.2448e-12	7.9739e-15
7127.8900	1.2438e-12	7.8319e-15
